file_name,date,prison_name,tags,confirmed_cases,start_date,end_date
Calipatria_20210122_06_48_FULL,20210122,Calipatria,[''],8162,2021-01-19 00:00:00,2021-01-26 00:00:00
Calipatria_20210217_07_39_FULL,20210217,Calipatria,[''],8835,2021-02-12 00:00:00,2021-02-19 00:00:00
Calipatria_20210222_3_32_FULL_PrisonConditions,20210222,Calipatria,"['Prison Conditions', ' Program', ' Stress']",8974,2021-02-20 00:00:00,2021-02-27 00:00:00
Calipatria_20210124_314_Full,20210124,Calipatria,[''],8162,2021-01-19 00:00:00,2021-01-26 00:00:00
Calipatria_20210125_313_Full,20210125,Calipatria,[''],8162,2021-01-19 00:00:00,2021-01-26 00:00:00
Calipatria_20210127_335_Full,20210127,Calipatria,[''],8435,2021-01-27 00:00:00,2021-02-03 00:00:00
Calipatria_20210129_309_FULL_Infection_Stress,20210129,Calipatria,['Family'],8435,2021-01-27 00:00:00,2021-02-03 00:00:00
Calipatria_20210129_369_FULL_PrisonConditions_Stress,20210129,Calipatria,"['Prison Conditions', ' Stress']",8435,2021-01-27 00:00:00,2021-02-03 00:00:00
Calipatria_20210201_374_FULL_Infection,20210201,Calipatria,"['Infection', ' Prison Conditions']",8435,2021-01-27 00:00:00,2021-02-03 00:00:00
Calipatria_20210201_376_FULL_Family_Programs,20210201,Calipatria,"['Family', ' Programs']",8435,2021-01-27 00:00:00,2021-02-03 00:00:00
Calipatria_20210203_383_FULL,20210203,Calipatria,[''],8435,2021-01-27 00:00:00,2021-02-03 00:00:00
Calipatria_20210203_384_FULL_Stress,20210203,Calipatria,['Stress'],8435,2021-01-27 00:00:00,2021-02-03 00:00:00
Calipatria_20210204_378_FULL_Infections_PrisonConditions_StressandCoping,20210204,Calipatria,"['Infection', ' Prison Conditions', ' Stress']",8641,2021-02-04 00:00:00,2021-02-11 00:00:00
Calipatria_20210205_387_FULL,20210205,Calipatria,"['Infection', ' Stress']",8641,2021-02-04 00:00:00,2021-02-11 00:00:00
Calipatria_20210205_389a_FULL,20210205,Calipatria,"['Prison Conditions', ' Family']",8641,2021-02-04 00:00:00,2021-02-11 00:00:00
Calipatria_20210205_389b_FULL,20210205,Calipatria,"['Prison Conditions', ' Family', ' Stress']",8641,2021-02-04 00:00:00,2021-02-11 00:00:00
Calipatria_20210205_390_FULL_PrisonConditions,20210205,Calipatria,['Prison Conditions'],8641,2021-02-04 00:00:00,2021-02-11 00:00:00
Calipatria_20210208_350_Full_Infection_Family,20210208,Calipatria,"['Infection', ' Family']",8641,2021-02-04 00:00:00,2021-02-11 00:00:00
Calipatria_20210210_360_FULL,20210210,Calipatria,[''],8641,2021-02-04 00:00:00,2021-02-11 00:00:00
Calipatria_20210211_445_FULL_Infections_Programs_Prison Conditions,20210211,Calipatria,"['Infection', ' Program', ' Prison Conditions']",8641,2021-02-04 00:00:00,2021-02-11 00:00:00
Calipatria_20210222_458_FULL_Infection_PrisonConditions,20210222,Calipatria,"['Infection', ' Prison Conditions']",8974,2021-02-20 00:00:00,2021-02-27 00:00:00
Calipatria_20210312_658_Full,20210312,Calipatria,[''],9019,2021-03-08 00:00:00,2021-03-15 00:00:00
Calipatria_20210316_553 _FULL_Infection_Programs_Prison Conditions,20210316,Calipatria,"['Infection', ' Programs', ' Prison Conditions']",9024,2021-03-16 00:00:00,2021-03-23 00:00:00
Calipatria_20210323_644_Full,20210323,Calipatria,[''],9024,2021-03-16 00:00:00,2021-03-23 00:00:00
Calipatria_20210329_598_Full,20210329,Calipatria,[''],9024,2021-03-24 00:00:00,2021-03-31 00:00:00
Calipatria_20210401_605_Full,20210401,Calipatria,[''],9024,2021-04-01 00:00:00,2021-04-08 00:00:00
Calipatria_20210406_964_FULL,20210406,Calipatria,[''],9024,2021-04-01 00:00:00,2021-04-08 00:00:00
Calipatria_ 20210208_351_FULL,20210208,Calipatria,[''],8641,2021-02-04 00:00:00,2021-02-11 00:00:00
Centinela_20210121_05_38_FULL,20210121,Centinela,[''],6712,2021-01-19 00:00:00,2021-01-26 00:00:00
Centinela_20210412_57555_FULL,20210412,Centinela,[''],6904,2021-04-09 00:00:00,2021-04-16 00:00:00
Centinela_20210420_705_Full,20210420,Centinela,[''],6904,2021-04-17 00:00:00,2021-04-24 00:00:00
Centinela_20201123_070_FULL,20201123,Centinela,"['Family', ' Stress', ' Prison Conditions']",,2020-11-16 00:00:00,2020-11-23 00:00:00
Centinela_20201204_82_PrisonConditions,20201204,Centinela,['Prison Conditions'],0,2020-12-02 00:00:00,2020-12-09 00:00:00
Centinela_20210223_452_Full,20210223,Centinela,[''],6888,2021-02-20 00:00:00,2021-02-27 00:00:00
Centinela_20210331_615_FULL,20210331,Centinela,[''],6888,2021-03-24 00:00:00,2021-03-31 00:00:00
Chino_20201211_0615_FULL,20201211,Chino,[''],,2020-12-10 00:00:00,2020-12-17 00:00:00
Chino_20201208_05_53_FULL,20201208,Chino,[''],,2020-12-02 00:00:00,2020-12-09 00:00:00
Chino_20201209_05_35_FULL_PrisonConditions,20201209,Chino,['Prison Conditions'],,2020-12-02 00:00:00,2020-12-09 00:00:00
Chino_20201216_06_02_FULL,20201216,Chino,[''],,2020-12-10 00:00:00,2020-12-17 00:00:00
Chino_20220204_15904_FULL,20220204,Chino,[''],,2022-01-30 00:00:00,2022-02-06 00:00:00
Chino_20220204_68596_FULL,20220204,Chino,[''],,2022-01-30 00:00:00,2022-02-06 00:00:00
Chino_20220204_45125_FULL,20220204,Chino,[''],,2022-01-30 00:00:00,2022-02-06 00:00:00
Chino_20220204_94412_FULL,20220204,Chino,[''],,2022-01-30 00:00:00,2022-02-06 00:00:00
Chino_20220204_43800_FULL,20220204,Chino,[''],,2022-01-30 00:00:00,2022-02-06 00:00:00
Chino_20200430_72_FULL,20200430,Chino,[''],,2020-04-30 00:00:00,2020-05-07 00:00:00
Chino_20200828_136_FULL,20200828,Chino,[''],,2020-08-28 00:00:00,2020-09-04 00:00:00
Chino_20201130_074_FULL,20201130,Chino,"['Prison Conditions', ' Infection', ' Stress']",,2020-11-24 00:00:00,2020-12-01 00:00:00
Chino_20201130_97_Infection,20201130,Chino,"['Infection', ' Prison Conditions', ' Stress']",,2020-11-24 00:00:00,2020-12-01 00:00:00
Chino_20201201_103_FULL,20201201,Chino,[''],,2020-11-24 00:00:00,2020-12-01 00:00:00
Chino_20201201_104_FULL,20201201,Chino,[''],,2020-11-24 00:00:00,2020-12-01 00:00:00
Chino_20201205_92_Full,20201205,Chino,[''],,2020-12-02 00:00:00,2020-12-09 00:00:00
Chino_20201209_139_FullPrograms,20201209,Chino,['Programs'],,2020-12-02 00:00:00,2020-12-09 00:00:00
Chino_20201213_137_Full_Infection_Stress,20201213,Chino,"['Infection', ' Stress']",,2020-12-10 00:00:00,2020-12-17 00:00:00
Chino_20201214_138_Full_Programs_PrisonConditions,20201214,Chino,"['Program', ' Prison Conditions']",,2020-12-10 00:00:00,2020-12-17 00:00:00
Chino_20201214_140_Full,20201214,Chino,[''],,2020-12-10 00:00:00,2020-12-17 00:00:00
Chino_20201218_174_FULL,20201218,Chino,"['Prison Conditions', ' Stress']",,2020-12-18 00:00:00,2020-12-25 00:00:00
Chino_20201218_206_Full,20201218,Chino,['Prison Conditions'],,2020-12-18 00:00:00,2020-12-25 00:00:00
Chino_20201223_207_FULL,20201223,Chino,[''],,2020-12-18 00:00:00,2020-12-25 00:00:00
Chino_20201223_208_Full,20201223,Chino,"['Family', ' Stress', ' Prison Conditions']",,2020-12-18 00:00:00,2020-12-25 00:00:00
Chino_20201223_209_FULL,20201223,Chino,[''],,2020-12-18 00:00:00,2020-12-25 00:00:00
Chino_20201228_178_FULL_PrisonConditions_Infection,20201228,Chino,"['Prison Conditions', ' Infection']",,2020-12-26 00:00:00,2021-01-02 00:00:00
Chino_20201231_186_FULL,20201231,Chino,[''],,2020-12-26 00:00:00,2021-01-02 00:00:00
Chino_20201231_201_Full,20201231,Chino,[''],,2020-12-26 00:00:00,2021-01-02 00:00:00
Chino_20210106_249_Full,20210106,Chino,['Family'],,2021-01-03 00:00:00,2021-01-10 00:00:00
Chino_20210312_659_FULL_PrisonConditions_Stress,20210312,Chino,"['Prison Conditions', ' Stress', ' Featured']",,2021-03-08 00:00:00,2021-03-15 00:00:00
Chowchilla_20210326_801_FULL,20210326,Chowchilla,[''],,2021-03-24 00:00:00,2021-03-31 00:00:00
Chowchilla_20210913_92441_FULL,20210913,Chowchilla,[''],,2021-09-08 00:00:00,2021-09-15 00:00:00
Chowchilla_20201123_069_FULL,20201123,Chowchilla,"['Prison Conditions', ' Programs', ' Family']",,2020-11-16 00:00:00,2020-11-23 00:00:00
Chowchilla_20201124_062_FULL,20201124,Chowchilla,[''],,2020-11-24 00:00:00,2020-12-01 00:00:00
Chowchilla_20201204_84_FULL,20201204,Chowchilla,"['Stress', ' Prison Conditions']",,2020-12-02 00:00:00,2020-12-09 00:00:00
Chowchilla_20201207_128_FULL,20201207,Chowchilla,"['Stress', ' Prison Conditions', ' Family']",,2020-12-02 00:00:00,2020-12-09 00:00:00
Chowchilla_20201208_117_FULL,20201208,Chowchilla,['Infection'],,2020-12-02 00:00:00,2020-12-09 00:00:00
Chowchilla_20201209_118_FULL,20201209,Chowchilla,"['Infection', ' Prison Conditions', ' Stress']",,2020-12-02 00:00:00,2020-12-09 00:00:00
Chowchilla_20201209_121_FULL_Family_PrisonConditions,20201209,Chowchilla,"['Family', ' Prison Conditions']",,2020-12-02 00:00:00,2020-12-09 00:00:00
Chowchilla_20201217_204_Full,20201217,Chowchilla,[''],,2020-12-10 00:00:00,2020-12-17 00:00:00
Chowchilla_20201218_173_FULL_PrisonConditions_Stress_Family,20201218,Chowchilla,"['Prison Conditions', ' Stress', ' Family']",,2020-12-18 00:00:00,2020-12-25 00:00:00
Chowchilla_20201221_147_FULL,20201221,Chowchilla,[''],,2020-12-18 00:00:00,2020-12-25 00:00:00
Chowchilla_20201221_193_Full_PrisonCondtions_Stress,20201221,Chowchilla,"['Prison Conditions', ' Stress']",,2020-12-18 00:00:00,2020-12-25 00:00:00
Chowchilla_20201222_189_FULL,20201222,Chowchilla,['Stress'],,2020-12-18 00:00:00,2020-12-25 00:00:00
Chowchilla_20201223_218_FULL,20201223,Chowchilla,[''],,2020-12-18 00:00:00,2020-12-25 00:00:00
Chowchilla_20201224_212_Full_PrisonConditions_Infection_Stress,20201224,Chowchilla,"['Prison Conditions', ' Infection', ' Stress']",,2020-12-18 00:00:00,2020-12-25 00:00:00
Chowchilla_20201228_148_FULL,20201228,Chowchilla,[''],,2020-12-26 00:00:00,2021-01-02 00:00:00
Chowchilla_20201228_177_FULL,20201228,Chowchilla,[''],,2020-12-26 00:00:00,2021-01-02 00:00:00
Chowchilla_20210104_248_Full,20210104,Chowchilla,['Prison Conditions'],,2021-01-03 00:00:00,2021-01-10 00:00:00
Chowchilla_20210111_262_Full_Infection,20210111,Chowchilla,['Infection'],,2021-01-11 00:00:00,2021-01-18 00:00:00
Chowchilla_20210114_270_Full,20210114,Chowchilla,[''],,2021-01-11 00:00:00,2021-01-18 00:00:00
Chowchilla_20210121_324_FULL_PrisonConditions,20210121,Chowchilla,['Prison Conditions'],,2021-01-19 00:00:00,2021-01-26 00:00:00
Chowchilla_20210405_960_Full_Stress,20210405,Chowchilla,['Stress'],,2021-04-01 00:00:00,2021-04-08 00:00:00
Chowchilla_20210514_09_19_FULL,20210514,Chowchilla,[''],,2021-05-11 00:00:00,2021-05-18 00:00:00
Chowchilla_ 20210201_373_FULL,20210201,Chowchilla,['Stress'],,2021-01-27 00:00:00,2021-02-03 00:00:00
Chuckawalla_20201105_06_41_FULL,20201105,Chuckawalla,[''],,2020-10-31 00:00:00,2020-11-07 00:00:00
Chuckawalla_20201105_0728_FULL,20201105,Chuckawalla,[''],,2020-10-31 00:00:00,2020-11-07 00:00:00
Chuckawalla_20201106_05_42_FULL,20201106,Chuckawalla,[''],,2020-10-31 00:00:00,2020-11-07 00:00:00
Chuckawalla_20201106_07_07_FULL,20201106,Chuckawalla,[''],,2020-10-31 00:00:00,2020-11-07 00:00:00
Chuckawalla_20201106_07_22_FULL,20201106,Chuckawalla,[''],,2020-10-31 00:00:00,2020-11-07 00:00:00
Chuckawalla_20201109_05_04_FULL,20201109,Chuckawalla,[''],0,2020-11-08 00:00:00,2020-11-15 00:00:00
Chuckawalla_20201109_06_57_FULL,20201109,Chuckawalla,[''],0,2020-11-08 00:00:00,2020-11-15 00:00:00
Chuckawalla_20201120_06_34_FULL,20201120,Chuckawalla,[''],0,2020-11-16 00:00:00,2020-11-23 00:00:00
Chuckawalla_20201127_06_21_FULL,20201127,Chuckawalla,[''],0,2020-11-24 00:00:00,2020-12-01 00:00:00
Chuckawalla_20201127_06_39_FULL,20201127,Chuckawalla,[''],0,2020-11-24 00:00:00,2020-12-01 00:00:00
Chuckawalla_20201127_06_59_FULL,20201127,Chuckawalla,[''],0,2020-11-24 00:00:00,2020-12-01 00:00:00
Chuckawalla_20201203_06_01_PrisonConditions1_Infection,20201203,Chuckawalla,['Prison Conditions'],0,2020-12-02 00:00:00,2020-12-09 00:00:00
Chuckawalla_20201208_06_50_FULL,20201208,Chuckawalla,[''],0,2020-12-02 00:00:00,2020-12-09 00:00:00
Chuckawalla_20201211_05_20_FULL,20201211,Chuckawalla,[''],0,2020-12-10 00:00:00,2020-12-17 00:00:00
Chuckawalla_20210215_417_Full_PrisonConditions_Infection,20210215,Chuckawalla,"['Prison Conditions', ' Infection']",14424,2021-02-12 00:00:00,2021-02-19 00:00:00
CIW_20201207_07_46_FULL,20201207,CIW,"['Stress', ' Prison Conditions', ' Featured']",0,2020-12-02 00:00:00,2020-12-09 00:00:00
CIW_20210324_06_51_FULL,20210324,CIW,[''],3965,2021-03-24 00:00:00,2021-03-31 00:00:00
CIW_20201120_71_FULL,20201120,CIW,"['Stress', ' Family', ' Prison Conditions', ' Programs']",,2020-11-16 00:00:00,2020-11-23 00:00:00
CIW_20201201_79_FULL,20201201,CIW,[''],,2020-11-24 00:00:00,2020-12-01 00:00:00
CIW_20201202_88_Familyandstress,20201202,CIW,"['Family', ' Stress']",0,2020-12-02 00:00:00,2020-12-09 00:00:00
CIW_20201203_076_PrisonConditions_Stress,20201203,CIW,['Prison Conditions; Stress'],0,2020-12-02 00:00:00,2020-12-09 00:00:00
CIW_20201203_80_FULL_PrisonConditions_Infection,20201203,CIW,"['Prison Conditions', ' Infection', ' Stress', ' Featured']",0,2020-12-02 00:00:00,2020-12-09 00:00:00
CIW_20201203_81_FULL,20201203,CIW,"['Infection', ' Family', ' Stress']",0,2020-12-02 00:00:00,2020-12-09 00:00:00
CIW_20201204_85_FULL_PrisonConditions_Stress,20201204,CIW,"['Prison Conditions', ' Stress']",0,2020-12-02 00:00:00,2020-12-09 00:00:00
CIW_20201209_114_FULL,20201209,CIW,"['Stress', ' Family', ' Prison Conditions', ' Programs']",0,2020-12-02 00:00:00,2020-12-09 00:00:00
CIW_20201215_131_FULL,20201215,CIW,[''],0,2020-12-10 00:00:00,2020-12-17 00:00:00
CIW_20201217_194_FULL_Infection,20201217,CIW,"['Infection', ' Prison Conditions']",0,2020-12-10 00:00:00,2020-12-17 00:00:00
CIW_20201218_153_FULL,20201218,CIW,[''],0,2020-12-18 00:00:00,2020-12-25 00:00:00
CIW_20201224_152_FULL,20201224,CIW,[''],0,2020-12-18 00:00:00,2020-12-25 00:00:00
CIW_20201230_160_FULL,20201230,CIW,['Prison Conditions'],880,2020-12-26 00:00:00,2021-01-02 00:00:00
CIW_20210319_577_FULL_Stress,20210319,CIW,['Stress'],3955,2021-03-16 00:00:00,2021-03-23 00:00:00
CMC_20210212_0551_FULL,20210212,CMC,[''],19888,2021-02-12 00:00:00,2021-02-19 00:00:00
CMC_20210212_07_21_FULL,20210212,CMC,[''],19888,2021-02-12 00:00:00,2021-02-19 00:00:00
CMC_20210120_329_Full_PrisonConditions_Infections_Stress,20210120,CMC,"['Prison Conditions', ' Infection', ' Stress']",19477,2021-01-19 00:00:00,2021-01-26 00:00:00
CMC_20210121_316_FULL,20210121,CMC,['Prison Conditions'],19477,2021-01-19 00:00:00,2021-01-26 00:00:00
CMC_20210125_315_Full_PrisonConditions_Stress,20210125,CMC,"['Prison Conditions', ' Stress']",19477,2021-01-19 00:00:00,2021-01-26 00:00:00
CMC_20210125_331_Full_PrisonConditions_Infection_Family,20210125,CMC,"['Featured', ' Prison Conditions', ' Infection', ' Family']",19477,2021-01-19 00:00:00,2021-01-26 00:00:00
CMC_20210125_332_Full_Infection,20210125,CMC,['Infection'],19477,2021-01-19 00:00:00,2021-01-26 00:00:00
CMC_20210125_333_Full_Stress_Feature,20210125,CMC,"['Featured', ' Stress']",19477,2021-01-19 00:00:00,2021-01-26 00:00:00
CMC_20210126_336_Full,20210126,CMC,[''],19477,2021-01-19 00:00:00,2021-01-26 00:00:00
CMC_20210129_307_FULL,20210129,CMC,"['Stress', ' Prison Conditions']",19837,2021-01-27 00:00:00,2021-02-03 00:00:00
CMC_20210129_308_Full_PrisonConditions,20210129,CMC,['Prison Conditions'],19837,2021-01-27 00:00:00,2021-02-03 00:00:00
CMC_20210208_346_FULL_Stress_Infection_PrisonConditions,20210208,CMC,"['Stress', ' Infection', ' Prison Conditions']",19888,2021-02-04 00:00:00,2021-02-11 00:00:00
CMC_20210209_363_Full_w_themes,20210209,CMC,"['Family', ' Stress']",19888,2021-02-04 00:00:00,2021-02-11 00:00:00
CMC_20210210_355_FULL,20210210,CMC,"['Prison Conditions', ' Program', ' Family']",19888,2021-02-04 00:00:00,2021-02-11 00:00:00
CMC_20210210_357_FULL,20210210,CMC,[''],19888,2021-02-04 00:00:00,2021-02-11 00:00:00
CMC_20210210_358_FULL_Stress,20210210,CMC,['Stress'],19888,2021-02-04 00:00:00,2021-02-11 00:00:00
CMC_20210210_359_Full,20210210,CMC,[''],19888,2021-02-04 00:00:00,2021-02-11 00:00:00
CMC_20210211_446_FULL,20210211,CMC,[''],19888,2021-02-04 00:00:00,2021-02-11 00:00:00
CMC_20210211_447_FULL_Family_Infection,20210211,CMC,"['Family', ' Infection']",19888,2021-02-04 00:00:00,2021-02-11 00:00:00
CMC_20210212_438_FULL_InfectionPrisonConditionsStress,20210212,CMC,"['Infection', ' Prison Conditions', ' Stress']",19888,2021-02-12 00:00:00,2021-02-19 00:00:00
CMC_20210212_439_FULL,20210212,CMC,[''],19888,2021-02-12 00:00:00,2021-02-19 00:00:00
CMC_20210216_425_FULL_Stress,20210216,CMC,['Stress'],19888,2021-02-12 00:00:00,2021-02-19 00:00:00
CMC_20210216_426_FULL_Infection_PrisonConditions,20210216,CMC,"['Infection', ' Prison Conditions']",19888,2021-02-12 00:00:00,2021-02-19 00:00:00
CMC_20210217_401_Full_FamilyInfectionStress,20210217,CMC,"['Family', ' Infection', ' Stress']",19888,2021-02-12 00:00:00,2021-02-19 00:00:00
CMC_20210221_488_FULL_Family_Infection_PrisonConditions,20210221,CMC,"['Family', ' Infection', ' Prison Conditions']",19888,2021-02-20 00:00:00,2021-02-27 00:00:00
CMC_20210222_454_FULL_Infection,20210222,CMC,['Infection'],19888,2021-02-20 00:00:00,2021-02-27 00:00:00
CMC_20210222_490_Full,20210222,CMC,[''],19888,2021-02-20 00:00:00,2021-02-27 00:00:00
CMC_20210223_499_FULL,20210223,CMC,[''],19888,2021-02-20 00:00:00,2021-02-27 00:00:00
CMC_20210224_465_FULL,20210224,CMC,[''],19888,2021-02-20 00:00:00,2021-02-27 00:00:00
CMC_20210225_472_FULL_Programs_Stress,20210225,CMC,"['Programs', ' Stress']",19888,2021-02-20 00:00:00,2021-02-27 00:00:00
CMC_20210225_473_FULL,20210225,CMC,[''],19888,2021-02-20 00:00:00,2021-02-27 00:00:00
CMC_20210308_656_Full_InfectionPrisonConditions,20210308,CMC,"['Infection', ' Prison Conditions', ' Featured']",19894,2021-03-08 00:00:00,2021-03-15 00:00:00
CMC_20210316_550_FULL,20210316,CMC,[''],19896,2021-03-16 00:00:00,2021-03-23 00:00:00
CMC_20210412_956_Full_Infection,20210412,CMC,['Infection'],19904,2021-04-09 00:00:00,2021-04-16 00:00:00
CMC_20210420_711_FULL_Infection_PrisonConditions,20210420,CMC,"['Infection', ' Prison Conditions']",19904,2021-04-17 00:00:00,2021-04-24 00:00:00
Corcoran_20201103_07_39_FULL,20201103,Corcoran,[''],0,2020-10-31 00:00:00,2020-11-07 00:00:00
Corcoran_20210105_07_43_FULL,20210105,Corcoran,[''],6310,2021-01-03 00:00:00,2021-01-10 00:00:00
Corcoran_20210421_637_FULL_Infection_Family_Programs,20210421,Corcoran,"['Infection', ' Family', ' Programs']",8789,2021-04-17 00:00:00,2021-04-24 00:00:00
Corcoran_20210428_320_FULL,20210428,Corcoran,[''],8794,2021-04-25 00:00:00,2021-05-02 00:00:00
Corcoran_20210518_6_21_FULL,20210518,Corcoran,[''],8820,2021-05-11 00:00:00,2021-05-18 00:00:00
Corcoran_20210824_21225_FULL,20210824,Corcoran,[''],8943,2021-08-23 00:00:00,2021-08-30 00:00:00
Corcoran_20201224_213_FULL,20201224,Corcoran,[''],0,2020-12-18 00:00:00,2020-12-25 00:00:00
Corcoran_20201230_162_Full_Program_Family,20201230,Corcoran,"['Programs', ' Family']",1432,2020-12-26 00:00:00,2021-01-02 00:00:00
CSATF_20210128_310_Full,20210128,CSATF,[''],,2021-01-27 00:00:00,2021-02-03 00:00:00
CSATF_20210209_625_FULL,20210209,CSATF,[''],,2021-02-04 00:00:00,2021-02-11 00:00:00
CSATF_20201123_66_FULL,20201123,CSATF,"['Infection', ' Prison Conditions', ' Stress']",,2020-11-16 00:00:00,2020-11-23 00:00:00
CSATF_20201214_141_FULL,20201214,CSATF,[''],,2020-12-10 00:00:00,2020-12-17 00:00:00
CSATF_20201216_256_FULL,20201216,CSATF,[''],,2020-12-10 00:00:00,2020-12-17 00:00:00
CSATF_20210107_228_Full_Infection,20210107,CSATF,['Infection'],,2021-01-03 00:00:00,2021-01-10 00:00:00
CSATF_20210108_235_FULL,20210108,CSATF,[''],,2021-01-03 00:00:00,2021-01-10 00:00:00
CSATF_20210108_236_Full,20210108,CSATF,[''],,2021-01-03 00:00:00,2021-01-10 00:00:00
CSATF_20210108_240_Full,20210108,CSATF,[''],,2021-01-03 00:00:00,2021-01-10 00:00:00
CSATF_20210108_242_FULL_Programs,20210108,CSATF,['Programs'],,2021-01-03 00:00:00,2021-01-10 00:00:00
CSATF_20210111_259_Full_Infection_PrisonConditions,20210111,CSATF,"['Infection', ' Prison Conditions']",,2021-01-11 00:00:00,2021-01-18 00:00:00
CSATF_20210111_261_FULL_Stress_Programs,20210111,CSATF,"['Stress', ' Programs']",,2021-01-11 00:00:00,2021-01-18 00:00:00
CSATF_20210111_279_FULL,20210111,CSATF,[''],,2021-01-11 00:00:00,2021-01-18 00:00:00
CSATF_20210111_281_FULL_PrisonConditions_Infection,20210111,CSATF,"['Prison Conditions', ' Infection']",,2021-01-11 00:00:00,2021-01-18 00:00:00
CSATF_20210111_283_Full_PrisonConditions_Stress,20210111,CSATF,"['Prison Conditions', ' Stress']",,2021-01-11 00:00:00,2021-01-18 00:00:00
CSATF_20210112_278_Full_Stress,20210112,CSATF,['Stress'],,2021-01-11 00:00:00,2021-01-18 00:00:00
CSATF_20210114_265_FULL,20210114,CSATF,[''],,2021-01-11 00:00:00,2021-01-18 00:00:00
CSATF_20210121_260_FULL_Stress_Infection,20210121,CSATF,"['Stress', ' Infection']",,2021-01-19 00:00:00,2021-01-26 00:00:00
CSATF_20210122_328_Full,20210122,CSATF,[''],,2021-01-19 00:00:00,2021-01-26 00:00:00
