file_name,is_call,length
CaliforniaCity_20210617_624_FULL.txt,1,3279
CaliforniaCity_20210617_624_PrisonConditions2_Infection.txt,1,753
CaliforniaCity_20210617_624_Programs2.txt,1,929
CaliforniaCity_20210617_624_Programs_PrisonConditions.txt,1,563
CaliforniaCity_20210617_714_Family_Programs.txt,1,455
CaliforniaCity_20210617_714_FULL.txt,1,4323
CaliforniaCity_20210617_714_Infection1_PrisonConditions.txt,1,1014
CaliforniaCity_20210617_714_Stress1_Programs2.txt,1,1195
CaliforniaCity_20210617_714_Stress2_Infection.txt,1,988
CaliforniaCity_20210623_1123_FULL.txt,0,1324
Calipatria_ 20210208_351_Full.txt,0,2029
Calipatria_ 20210208_351_Stress.txt,0,859
Calipatria_20210122_06_48_Family.txt,1,742
Calipatria_20210122_06_48_FULL.txt,1,3451
Calipatria_20210122_06_48_Infection.txt,1,317
Calipatria_20210122_06_48_PrisonConditions1.txt,1,847
Calipatria_20210122_06_48_PrisonConditions2.txt,1,428
Calipatria_20210122_06_48_Stress_Programs.txt,1,357
Calipatria_20210124_314_FULL.txt,0,2666
Calipatria_20210124_314_Infections_Family.txt,0,1997
Calipatria_20210125_313_FULL.txt,0,3272
Calipatria_20210125_313_PrisonConditions_Infections.txt,0,2793
Calipatria_20210127_335_Family_Stress.txt,0,1359
Calipatria_20210127_335_FULL.txt,0,4525
Calipatria_20210127_335_Infections.txt,0,1067
Calipatria_20210127_335_PrisonConditions_Stress_Feature.txt,0,1112
Calipatria_20210129_309_FULL_Infection_Stress.txt,0,1904
Calipatria_20210129_369_FULL_PrisonConditions_Stress.txt,0,2408
Calipatria_20210201_374_FULL_Infection.txt,0,2122
Calipatria_20210201_376_FULL_Family_Programs.txt,0,2499
Calipatria_20210203_383_FULL.txt,0,6332
Calipatria_20210203_383_PrisonConditions_Family.txt,0,2100
Calipatria_20210203_384_FULL.docx,0,1006
Calipatria_20210203_384_FULL.txt,0,1002
Calipatria_20210203_384_FULL_Stress.txt,0,978
Calipatria_20210203_384_PrisonConditionsStress.txt,0,1003
Calipatria_20210204_378_FULL_Infections_PrisonConditions_StressandCoping.txt,0,2139
Calipatria_20210205_387_FULL.txt,0,2023
Calipatria_20210205_387_Infection_Stress.txt,0,785
Calipatria_20210205_389a_full.txt,0,1607
Calipatria_20210205_389b_full.txt,0,3257
Calipatria_20210205_390_FULL_PrisonConditions_Stress.txt,0,992
Calipatria_20210208_350_Full_Infection_Family.txt,0,2094
Calipatria_20210208_351_ prisonconditions_programs.txt,0,1056
Calipatria_20210208_352_FULL.txt,0,1683
Calipatria_20210210_360_FULL.txt,0,6626
Calipatria_20210210_360_InfectionPrisonConditonsStress.txt,0,1741
Calipatria_20210211_445_FULL.txt,0,3391
Calipatria_20210211_445_FULL_Infections_Programs_PrisonConditions.txt,0,3209
Calipatria_20210211_445_Infections_Programs.txt,0,1082
Calipatria_20210211_445_PrisonConditions.txt,0,2038
Calipatria_20210212_436_Full.txt,0,2484
Calipatria_20210212_436_Stress_Family_PrisonConditions.txt,0,1509
Calipatria_20210212_437_FULL.txt,0,3962
Calipatria_20210212_437_Stress.txt,0,1809
Calipatria_20210216_418_FULL_Programms_Infection.txt,0,1406
Calipatria_20210217_07_39_Family.txt,1,467
Calipatria_20210217_07_39_full.txt,1,3296
Calipatria_20210217_07_39_Infection.txt,1,823
Calipatria_20210217_07_39_PrisonConditions.txt,1,867
Calipatria_20210217_07_39_PrisonConditions2.txt,1,952
Calipatria_20210222_3_32_FULL_PrisonConditions.txt,0,356
Calipatria_20210222_458_FULL_Infection_PrisonConditions.txt,0,1575
Calipatria_20210222_487a_FULL_Family_Programs_PrisonConditions.txt,0,2222
Calipatria_20210304_528_FULL_Infection_PrisonConditions.txt,0,2887
Calipatria_20210304_533_FULL.txt,0,796
Calipatria_20210312_658_Full.txt,0,6544
Calipatria_20210312_658_ProgramsPrisonConditions.txt,0,2535
Calipatria_20210316_552_FULL.txt,0,9499
Calipatria_20210316_552_PrisonConditions_Programs.txt,0,2136
Calipatria_20210316_553_FULL_Infection_Programs_PrisonConditions.txt,0,1480
Calipatria_20210323_644_Full.docx,0,6568
Calipatria_20210323_644_Full.txt,0,6651
Calipatria_20210323_644_PrisonConditions.txt,0,3521
Calipatria_20210329_598_FULL.txt,0,4408
Calipatria_20210329_598_PrisonConditions.txt,0,3131
Calipatria_20210401_605.docx,0,4792
Calipatria_20210401_605_Full.txt,0,4748
Calipatria_20210401_605_Infection_PrisonConditions.txt,0,3002
Calipatria_20210401_605_PrisonConditions.txt,0,1648
Calipatria_20210406_964_Family_Stress.txt,0,1362
Calipatria_20210406_964_FULL.txt,0,2913
Calipatria_20210406_964_Stress_PrisonConditions.txt,0,1187
Calipatria_20210503_1130_Family.txt,0,2857
Calipatria_20210503_1130_FULL.txt,0,2857
Calipatria_20210503_1130_prison Conditions.txt,0,1514
Calipatria_20210503_1130_Stress.txt,0,1223
Calipatria_20210629_1477_Family.txt,0,1188
Calipatria_20210629_1477_FULL.txt,0,1756
Calipatria_20210712_1492_FULL.txt,0,1154
Centinela_20201123_070_FULL.txt,0,3099
Centinela_20201204_82_PrisonConditions.txt,0,2563
Centinela_20210121_05_38_Family.txt,1,425
Centinela_20210121_05_38_FULL.txt,1,2314
Centinela_20210121_05_38_Infection.txt,0,1602
Centinela_20210121_05_38_Prison Conditions.txt,1,487
Centinela_20210223_452_Full.txt,0,5159
Centinela_20210223_452_PrisonConditions_Infection.txt,0,2158
Centinela_20210223_452_Programs_Family.txt,0,1957
Centinela_20210331_615_FULL.txt,0,4995
Centinela_20210331_615_Infection_Stress.txt,0,1723
Centinela_20210331_615_Programs.txt,0,1930
Centinela_20210412_57555_FULL.txt,1,3396
Centinela_20210412_57555_PrisonConditions.txt,1,690
Centinela_20210412_57555_Programs.txt,1,1366
Centinela_20210412_57555_Programs2.txt,1,186
Centinela_20210412_57555_Stress.txt,1,606
Centinela_20210420_705_Full.txt,1,2778
Centinela_20210420_705_PrisonConditions.txt,1,764
Centinela_20210420_705_PrisonConditions_Family_Infection.txt,1,580
Centinela_20210420_705_Stress_Family_PrisonConditions.txt,0,1355
Centinela_20210420_705_Stress_Infection.txt,1,361
Chino_20200430_72_Family.txt,0,369
Chino_20200430_72_FULL.txt,0,3845
Chino_20200430_72_infection.txt,0,1355
Chino_20200430_72_prisonconditions.txt,0,1528
Chino_20200828_136_family.txt,0,230
Chino_20200828_136_FULL.txt,0,1498
Chino_20200828_136_Prisonconditions.txt,0,512
Chino_20201130_074_Full.txt,0,9595
Chino_20201130_074_PrisonConditions_Infection.txt,0,1889
Chino_20201130_074_Stress.txt,0,2113
Chino_20201130_97_FULL.txt,0,2373
Chino_20201201_103_Full.txt,0,4118
Chino_20201201_103_PrisonConditions.txt,0,1376
Chino_20201201_103_Stress_Family.txt,0,2185
Chino_20201201_104_FULL.txt,0,3562
Chino_20201201_104_Prison_Conditions1.txt,0,1225
Chino_20201201_104_Prison_Conditions2.txt,0,1986
Chino_20201201_233_FULL.txt,0,14720
Chino_20201201_233_Infection1.txt,0,2816
Chino_20201201_233_Infection2.txt,0,1926
Chino_20201201_233_PrisonConditions1.txt,0,2795
Chino_20201201_233_PrisonConditions2.txt,0,3405
Chino_20201201_233_Stress_PrisonConditions.txt,0,3902
Chino_20201205_92_Family.txt,0,426
Chino_20201205_92_FULL.txt,0,11085
Chino_20201205_92_PrisonConditions1.txt,0,1049
Chino_20201205_92_PrisonConditions2.txt,0,2812
Chino_20201205_92_Stress.txt,0,1403
Chino_20201208_05_53_FULL.txt,0,11079
Chino_20201208_05_53_Infection.txt,0,773
Chino_20201208_05_53_PrisonConditions.txt,0,4137
Chino_20201208_05_53_PrisonConditions2.txt,0,3069
Chino_20201208_05_53_Stress.txt,0,835
Chino_20201208_05_53_Stress2.txt,0,1095
Chino_20201209_05_35_FULL_PrisonConditions.txt,0,255
Chino_20201209_139_FullPrograms.txt,0,1089
Chino_20201209_5_35_FULL_PrisonConditions.txt,0,229
Chino_20201211_0615_Family_Stress.txt,1,340
Chino_20201211_0615_FULL.txt,1,2451
Chino_20201211_0615_Infection.txt,1,590
Chino_20201211_0615_PrisonConditions.txt,1,1374
Chino_20201213_137_FULL_Infection_Stress.txt,0,2459
Chino_20201214_138_FULL_Programs_PrisonConditions.txt,0,2596
Chino_20201214_140_FULL.txt,0,9089
Chino_20201214_140_Prison Conditions.txt,0,1456
Chino_20201216_06_02_Family.txt,1,540
Chino_20201216_06_02_FULL.txt,1,1937
Chino_20201216_06_02_Infection.txt,1,327
Chino_20201216_06_02_PrisonConditions.txt,1,677
Chino_20201218_174_FULL.txt,0,1718
Chino_20201218_206_Full_PrisonConditions.txt,0,843
Chino_20201223_207_FULL.txt,0,5604
Chino_20201223_207_Infections.txt,0,2217
Chino_20201223_207_programs.txt,0,1532
Chino_20201223_207_Stress.txt,0,1132
Chino_20201223_208_Full.txt,0,3355
Chino_20201223_209_FULL.docx,0,4768
Chino_20201223_209_FULL.txt,0,4690
Chino_20201223_209_PrisonConditions_Infection.txt,0,1454
Chino_20201223_209_Programs_Infection.txt,0,1037
Chino_20201223_209_Programs_PrisonConditions_Infection.txt,0,1598
Chino_20201228_178_Full_PrisonConditions_Infection.txt,0,1858
Chino_20201231_186_FULL.txt,0,8842
Chino_20201231_186_Infections_PrisonConditions_A.txt,0,1542
Chino_20201231_186_PrisonConditions_B.txt,0,1928
Chino_20201231_186_PrisonConditions_C.txt,0,1727
Chino_20201231_186_Stress_Family.txt,0,721
Chino_20201231_201_FULL.txt,0,6389
Chino_20201231_201_Infection.txt,0,464
Chino_20201231_201_Infection_Stress.txt,0,729
Chino_20201231_201_PrisonConditions.txt,0,956
Chino_20201231_201_Programs.txt,0,633
Chino_20201231_201_Stress.txt,0,830
Chino_20210106_249_Full_Family.txt,0,885
Chino_20210312_659_FULL_PrisonConditions_Stress.txt,0,1761
Chino_20211209_113_Full_ programs_PrisonConditions.txt,0,983
Chino_20220204_15904_FULL.txt,1,1132
Chino_20220204_15904_Infection.txt,1,1073
Chino_20220204_43800_Family_Stress.txt,1,597
Chino_20220204_43800_FULL.txt,1,4398
Chino_20220204_43800_Infection_Family_Featured.txt,1,1245
Chino_20220204_43800_Infection_Programs.txt,1,408
Chino_20220204_45125_FULL.txt,1,2444
Chino_20220204_45125_Infection1_PrisonConditions1.txt,0,2513
Chino_20220204_45125_Infection2_Stress2_Family.txt,1,1525
Chino_20220204_45125_Stress1_PrisonConditions2.txt,0,2488
Chino_20220204_68596_FULL.txt,1,3746
Chino_20220204_68596_Infection1.txt,1,815
Chino_20220204_68596_Infection2_Family_Stress.txt,1,1380
Chino_20220204_68596_PrisonConditions.txt,1,555
Chino_20220204_94412_Family2_PrisonConditions2.txt,1,1016
Chino_20220204_94412_FULL.txt,1,5046
Chino_20220204_94412_Infection2_PrisonConditions.txt,1,817
Chino_20220204_94412_Infection_Family_Featured.txt,1,1230
Chino_20220204_94412_PrisonConditions3_Stress_Featured2.txt,1,1939
Chowchilla_ 20210201_373_FULL.txt,0,1495
Chowchilla_122120_193_FuLL.txt,0,1685
Chowchilla_122120_193_Prisonconditons.txt,0,530
Chowchilla_122120_193_Stress.txt,0,744
Chowchilla_20201123_069_Full.txt,0,2637
Chowchilla_20201124_062_Family.txt,0,733
Chowchilla_20201124_062_FULL.txt,0,2569
Chowchilla_20201124_062_Programs.txt,0,1132
Chowchilla_20201124_062_Stress.txt,0,829
Chowchilla_20201204_84_FULL.txt,0,1119
Chowchilla_20201207_128_FULL.txt,0,1879
Chowchilla_20201208_117_full.txt,0,559
Chowchilla_20201208_117_Infection.txt,0,327
Chowchilla_20201209_118_Full.txt,0,5069
Chowchilla_20201209_118_Infection.txt,0,1842
Chowchilla_20201209_118_PrisonConditions.txt,0,1912
Chowchilla_20201209_118_Stress.txt,0,1241
Chowchilla_20201209_121_Full_Family_PrisonConditions.txt,0,3571
Chowchilla_20201217_204_FULL.txt,0,2831
Chowchilla_20201217_204_Stress.txt,0,2265
Chowchilla_20201218_173_FULL_PrisonConditions_Stress_Family.txt,0,1786
Chowchilla_20201221_147_Family.txt,0,620
Chowchilla_20201221_147_FULL.txt,0,3110
Chowchilla_20201221_147_PrisonConditions.txt,0,810
Chowchilla_20201221_147_Programs.txt,0,1111
Chowchilla_20201221_193_FULL.txt,0,1843
Chowchilla_20201221_193_FULL_PrisonConditions_Stress.txt,0,1843
Chowchilla_20201221_193_PrisonConditions.txt,0,656
Chowchilla_20201221_193_Stress.txt,0,824
Chowchilla_20201222_189_FULL_Stress.txt,0,3614
Chowchilla_20201223_218_FULL.docx,0,3280
Chowchilla_20201223_218_FULL.txt,0,3258
Chowchilla_20201223_218_Stress_PrisonConditions2.txt,0,1726
Chowchilla_20201224_212_Full_PrisonConditions_Infection_Stress.txt,0,1442
Chowchilla_20201228_148_FULL.txt,0,3763
Chowchilla_20201228_148_Infection.txt,0,1006
Chowchilla_20201228_148_PrisonConditions.txt,0,1556
Chowchilla_20201228_177_Full.txt,0,1709
Chowchilla_20201228_177_PrisonConditions.txt,0,704
Chowchilla_20201228_177_Stress.txt,0,1068
Chowchilla_20210104_248_full.txt,0,2584
Chowchilla_20210111_262_FULL_Infection.txt,0,2593
Chowchilla_20210114_270_Full.txt,0,3976
Chowchilla_20210114_270_PrisonConditions.txt,0,1389
Chowchilla_20210114_270_PrisonConditions2.txt,0,1477
Chowchilla_20210114_270_Stress_PrisonConditions.txt,0,898
Chowchilla_20210121_324_FULL.txt,0,1227
Chowchilla_20210121_324_FULL_PrisonConditions.txt,0,1241
Chowchilla_20210121_324_Prison_Conditions.txt,0,948
Chowchilla_20210216_424_FULL.txt,0,6956
Chowchilla_20210216_424_Infection.txt,0,2048
Chowchilla_20210216_424_PrisonConditions.txt,0,4593
Chowchilla_20210324_640_FULL_PrisonConditions_Infection.txt,0,1659
Chowchilla_20210326_801_FULL.txt,1,2042
Chowchilla_20210326_801_PrisonConditions.txt,0,3879
Chowchilla_20210326_801_PrisonConditons2.txt,1,619
Chowchilla_20210326_801_PrisonConditons3_Infection2_Programs.txt,1,219
Chowchilla_20210326_801_Stress_Infection3_Family.txt,1,897
Chowchilla_20210405_960_Full_Stress.txt,0,1220
Chowchilla_20210514_09_19_Family_Stress.txt,1,900
Chowchilla_20210514_09_19_FULL.txt,1,4533
Chowchilla_20210514_09_19_Infection_Programs_Family.txt,1,1829
Chowchilla_20210514_09_19_Stress.txt,1,1159
Chowchilla_20210913_92441_FULL.txt,1,7281
Chowchilla_20210913_92441_PrisonConditions4_Infection.txt,1,1338
Chowchilla_20210913_92441_PrisonConditions5_Infection2.txt,1,1227
Chowchilla_20210913_92441_PrisonConditions_Stress.txt,1,1592
Chowchilla_20210913_92441_Stress2_PrisonConditions2_Programs.txt,1,1292
Chowchilla_20210913_92441_Stress3_PrisonConditions3_Programs2.txt,1,1553
Chuckawalla_20201105_06_41_Family.txt,1,1739
Chuckawalla_20201105_06_41_FULL.txt,1,6409
Chuckawalla_20201105_06_41_Infection.txt,1,853
Chuckawalla_20201105_06_41_PrisonConditions.txt,1,1387
Chuckawalla_20201105_06_41_PrisonConditions2.txt,1,2103
Chuckawalla_20201105_06_41_PrisonConditions3.txt,1,1651
Chuckawalla_20201105_0728_Family.txt,1,629
Chuckawalla_20201105_0728_FULL.txt,1,3472
Chuckawalla_20201105_0728_PrisonConditions.txt,1,586
Chuckawalla_20201105_0728_PrisonConditions2.txt,1,860
Chuckawalla_20201105_0728_PrisonConditions3.txt,1,327
Chuckawalla_20201106_05_42_Family.txt,1,117
Chuckawalla_20201106_05_42_FULL.txt,1,3819
Chuckawalla_20201106_05_42_PrisonConditions.txt,1,1459
Chuckawalla_20201106_05_42_PrisonConditions2.txt,1,958
Chuckawalla_20201106_05_42_Programs.txt,1,177
Chuckawalla_20201106_05_42_Stress.txt,1,201
Chuckawalla_20201106_07_07_FULL.txt,1,1207
Chuckawalla_20201106_07_07_PrisonConditions.txt,0,1555
Chuckawalla_20201106_07_07_PrisonConditions2.txt,1,391
Chuckawalla_20201106_07_07_PrisonConditions3.txt,1,519
Chuckawalla_20201106_07_22_Family.txt,1,389
Chuckawalla_20201106_07_22_FULL.txt,1,2558
Chuckawalla_20201106_07_22_Infection.txt,1,1188
Chuckawalla_20201106_07_22_Infection2.txt,1,560
Chuckawalla_20201106_07_22_PrisonConditions.txt,0,2218
Chuckawalla_20201106_07_22_Programs.txt,1,290
Chuckawalla_20201109_05_04_FULL.txt,1,3626
Chuckawalla_20201109_05_04_Infection.txt,1,261
Chuckawalla_20201109_05_04_PrisonConditions.txt,1,1572
Chuckawalla_20201109_05_04_PrisonConditions2.txt,1,685
Chuckawalla_20201109_05_04_PrisonConditions3.txt,1,756
Chuckawalla_20201109_05_04_Programs.txt,1,140
Chuckawalla_20201109_06_57_FULL.txt,1,671
Chuckawalla_20201109_06_57_Infection.txt,0,1801
Chuckawalla_20201109_06_57_PrisonConditions.txt,0,4568
Chuckawalla_20201109_06_57_PrisonConditions2.txt,1,453
Chuckawalla_20201109_06_57_Stress.txt,0,872
Chuckawalla_20201120_06_34_Family.txt,1,831
Chuckawalla_20201120_06_34_FULL.txt,1,4999
Chuckawalla_20201120_06_34_Infection.txt,1,1189
Chuckawalla_20201120_06_34_PrisonConditions.txt,1,781
Chuckawalla_20201120_06_34_PrisonConditions2.txt,1,694
Chuckawalla_20201120_06_34_Stress.txt,1,583
Chuckawalla_20201120_06_34_Stress2.txt,1,279
Chuckawalla_20201127_06_21_FULL.txt,0,7251
Chuckawalla_20201127_06_21_Infection.txt,0,1360
Chuckawalla_20201127_06_21_PrisonConditions.txt,0,3295
Chuckawalla_20201127_06_21_PrisonConditions2.txt,0,2174
Chuckawalla_20201127_06_21_PrisonConditions3.txt,0,616
Chuckawalla_20201127_06_39_FULL.txt,1,5514
Chuckawalla_20201127_06_39_PrisonConditions3.txt,1,234
Chuckawalla_20201127_06_39_PrisonConditions_Infection.txt,1,784
Chuckawalla_20201127_06_39_Programs.txt,1,578
Chuckawalla_20201127_06_39_Programs_PrisonConditions2.txt,1,812
Chuckawalla_20201127_06_59_FULL.txt,1,6119
Chuckawalla_20201127_06_59_Infection_PrisonConditions1.txt,1,1244
Chuckawalla_20201127_06_59_Infection_PrisonConditions2.txt,1,1328
Chuckawalla_20201127_06_59_PrisonConditions.txt,1,2357
Chuckawalla_20201127_06_59_Stress.txt,1,1105
Chuckawalla_20201127_615_Full.txt,1,6553
Chuckawalla_20201127_615_Infection.txt,1,775
Chuckawalla_20201127_615_PrisonConditions2.txt,1,1537
Chuckawalla_20201127_615_PrisonConditions_Family.txt,1,821
Chuckawalla_20201130_05_30_Family_Programs_Stress.txt,1,1333
Chuckawalla_20201130_05_30_FULL.txt,1,4381
Chuckawalla_20201130_05_30_PrisonConditions.txt,1,1174
Chuckawalla_20201130_05_30_PrisonConditions_Infection.txt,1,1070
Chuckawalla_20201130_05_49_Family_Programs_Stress.txt,1,1105
Chuckawalla_20201130_05_49_FULL.txt,1,2864
Chuckawalla_20201130_05_49_Infection_PrisonConditions.txt,1,472
Chuckawalla_20201130_06_18_Family_Stress_Programs.txt,1,1628
Chuckawalla_20201130_06_18_FULL.txt,1,9158
Chuckawalla_20201130_06_18_Infection1_PrisonConditions1.txt,1,2287
Chuckawalla_20201130_06_18_PrisonConditions2_Infection2.txt,1,2493
Chuckawalla_20201130_06_18_PrisonConditions3.txt,1,2331
Chuckawalla_20201130_06_36_Family_Programs.txt,1,982
Chuckawalla_20201130_06_36_FULL.txt,1,4985
Chuckawalla_20201130_06_36_Infection_PrisonConditions1.txt,1,2274
Chuckawalla_20201130_06_36_PrisonConditions2.txt,1,787
Chuckawalla_20201130_06_36_Stress_Family.txt,1,559
