file_name,call/letter,length
Butte_Main_20220105_59841_PrisonConditions.txt,call,1682
CaliforniaCity_20210426_816_Full_ProgramsFamily.txt,letter,2454
CaliforniaCity_20210426_860_FULL.txt,letter,7746
CaliforniaCity_20210426_860_PrisonConditionsFamilyInfection1.txt,letter,2615
CaliforniaCity_20210426_860_PrisonConditionsFamilyInfection2.txt,letter,3162
CaliforniaCity_20210426_860_StressPrisonConditionsPrograms.txt,letter,1884
CaliforniaCity_20210428_851_FULL.txt,letter,5312
CaliforniaCity_20210428_851_PrisonConditionsInfection.txt,letter,2690
CaliforniaCity_20210428_851_ProgramsStressInfection.txt,letter,2548
CaliforniaCity_20210428_855_FULL.txt,letter,4869
CaliforniaCity_20210428_855_ProgramsPrisonConditions.txt,letter,2174
CaliforniaCity_20210428_855_ProgramsPrisonConditionsFamily.txt,letter,1674
CaliforniaCity_20210505_1771_FULL.txt,letter,2386
CaliforniaCity_20210528_1542_FULL_Family_Stress.txt,letter,1164
CaliforniaCity_20210604_821_FULL_Programs_Infection.txt,call,149
CaliforniaCity_20210609_844_Family2_Stress_Programs1.txt,call,742
CaliforniaCity_20210609_844_Family_PrisonConditions.txt,call,1442
CaliforniaCity_20210609_844_FULL.txt,call,4417
CaliforniaCity_20210609_844_Infection.txt,call,647
CaliforniaCity_20210609_844_Programs.txt,call,654
CaliforniaCity_20210617_624_FULL.txt,call,3279
CaliforniaCity_20210617_624_PrisonConditions2_Infection.txt,call,753
CaliforniaCity_20210617_624_Programs2.txt,call,929
CaliforniaCity_20210617_624_Programs_PrisonConditions.txt,call,563
CaliforniaCity_20210617_714_Family_Programs.txt,call,455
CaliforniaCity_20210617_714_FULL.txt,call,4323
CaliforniaCity_20210617_714_Infection1_PrisonConditions.txt,call,1014
CaliforniaCity_20210617_714_Stress1_Programs2.txt,call,1195
CaliforniaCity_20210617_714_Stress2_Infection.txt,call,988
CaliforniaCity_20210623_1123_FULL.txt,letter,1324
Calipatria_ 20210208_351_Full.txt,letter,2029
Calipatria_ 20210208_351_Stress.txt,letter,859
Calipatria_20210122_06_48_Family.txt,call,742
Calipatria_20210122_06_48_FULL.txt,call,3451
Calipatria_20210122_06_48_Infection.txt,call,317
Calipatria_20210122_06_48_PrisonConditions1.txt,call,847
Calipatria_20210122_06_48_PrisonConditions2.txt,call,428
Calipatria_20210122_06_48_Stress_Programs.txt,call,357
Calipatria_20210124_314_FULL.txt,letter,2666
Calipatria_20210124_314_Infections_Family.txt,letter,1997
Calipatria_20210125_313_FULL.txt,letter,3272
Calipatria_20210125_313_PrisonConditions_Infections.txt,letter,2793
Calipatria_20210127_335_Family_Stress.txt,letter,1359
Calipatria_20210127_335_FULL.txt,letter,4525
Calipatria_20210127_335_Infections.txt,letter,1067
Calipatria_20210127_335_PrisonConditions_Stress_Feature.txt,letter,1112
Calipatria_20210129_309_FULL_Infection_Stress.txt,letter,1904
Calipatria_20210129_369_FULL_PrisonConditions_Stress.txt,letter,2408
Calipatria_20210201_374_FULL_Infection.txt,letter,2122
Calipatria_20210201_376_FULL_Family_Programs.txt,letter,2499
Calipatria_20210203_383_FULL.txt,letter,6332
Calipatria_20210203_383_PrisonConditions_Family.txt,letter,2100
Calipatria_20210203_384_FULL.docx,letter,1006
Calipatria_20210203_384_FULL.txt,letter,1002
Calipatria_20210203_384_FULL_Stress.txt,letter,978
Calipatria_20210203_384_PrisonConditionsStress.txt,letter,1003
Calipatria_20210204_378_FULL_Infections_PrisonConditions_StressandCoping.txt,letter,2139
Calipatria_20210205_387_FULL.txt,letter,2023
Calipatria_20210205_387_Infection_Stress.txt,letter,785
Calipatria_20210205_389a_full.txt,letter,1607
Calipatria_20210205_389b_full.txt,letter,3257
Calipatria_20210205_390_FULL_PrisonConditions_Stress.txt,letter,992
Calipatria_20210208_350_Full_Infection_Family.txt,letter,2094
Calipatria_20210208_351_ prisonconditions_programs.txt,letter,1056
Calipatria_20210208_352_FULL.txt,letter,1683
Calipatria_20210210_360_FULL.txt,letter,6626
Calipatria_20210210_360_InfectionPrisonConditonsStress.txt,letter,1741
Calipatria_20210211_445_FULL.txt,letter,3391
Calipatria_20210211_445_FULL_Infections_Programs_PrisonConditions.txt,letter,3209
Calipatria_20210211_445_Infections_Programs.txt,letter,1082
Calipatria_20210211_445_PrisonConditions.txt,letter,2038
Calipatria_20210212_436_Full.txt,letter,2484
Calipatria_20210212_436_Stress_Family_PrisonConditions.txt,letter,1509
Calipatria_20210212_437_FULL.txt,letter,3962
Calipatria_20210212_437_Stress.txt,letter,1809
Calipatria_20210216_418_FULL_Programms_Infection.txt,letter,1406
Calipatria_20210217_07_39_Family.txt,call,467
Calipatria_20210217_07_39_full.txt,call,3296
Calipatria_20210217_07_39_Infection.txt,call,823
Calipatria_20210217_07_39_PrisonConditions.txt,call,867
Calipatria_20210217_07_39_PrisonConditions2.txt,call,952
Calipatria_20210222_3_32_FULL_PrisonConditions.txt,letter,356
Calipatria_20210222_458_FULL_Infection_PrisonConditions.txt,letter,1575
Calipatria_20210222_487a_FULL_Family_Programs_PrisonConditions.txt,letter,2222
Calipatria_20210304_528_FULL_Infection_PrisonConditions.txt,letter,2887
Calipatria_20210304_533_FULL.txt,letter,796
Calipatria_20210312_658_Full.txt,letter,6544
Calipatria_20210312_658_ProgramsPrisonConditions.txt,letter,2535
Calipatria_20210316_552_FULL.txt,letter,9499
Calipatria_20210316_552_PrisonConditions_Programs.txt,letter,2136
Calipatria_20210316_553_FULL_Infection_Programs_PrisonConditions.txt,letter,1480
Calipatria_20210323_644_Full.docx,letter,6568
Calipatria_20210323_644_Full.txt,letter,6651
Calipatria_20210323_644_PrisonConditions.txt,letter,3521
Calipatria_20210329_598_FULL.txt,letter,4408
Calipatria_20210329_598_PrisonConditions.txt,letter,3131
Calipatria_20210401_605.docx,letter,4792
Calipatria_20210401_605_Full.txt,letter,4748
Calipatria_20210401_605_Infection_PrisonConditions.txt,letter,3002
Calipatria_20210401_605_PrisonConditions.txt,letter,1648
Calipatria_20210406_964_Family_Stress.txt,letter,1362
Calipatria_20210406_964_FULL.txt,letter,2913
Calipatria_20210406_964_Stress_PrisonConditions.txt,letter,1187
Calipatria_20210503_1130_Family.txt,letter,2857
Calipatria_20210503_1130_FULL.txt,letter,2857
Calipatria_20210503_1130_prison Conditions.txt,letter,1514
Calipatria_20210503_1130_Stress.txt,letter,1223
Calipatria_20210629_1477_Family.txt,letter,1188
Calipatria_20210629_1477_FULL.txt,letter,1756
Calipatria_20210712_1492_FULL.txt,letter,1154
Centinela_20201123_070_FULL.txt,letter,3099
Centinela_20201204_82_PrisonConditions.txt,letter,2563
Centinela_20210121_05_38_Family.txt,call,425
Centinela_20210121_05_38_FULL.txt,call,2314
Centinela_20210121_05_38_Infection.txt,letter,1602
Centinela_20210121_05_38_Prison Conditions.txt,call,487
Centinela_20210223_452_Full.txt,letter,5159
Centinela_20210223_452_PrisonConditions_Infection.txt,letter,2158
Centinela_20210223_452_Programs_Family.txt,letter,1957
Centinela_20210331_615_FULL.txt,letter,4995
Centinela_20210331_615_Infection_Stress.txt,letter,1723
Centinela_20210331_615_Programs.txt,letter,1930
Centinela_20210412_57555_FULL.txt,call,3396
Centinela_20210412_57555_PrisonConditions.txt,call,690
Centinela_20210412_57555_Programs.txt,call,1366
Centinela_20210412_57555_Programs2.txt,call,186
Centinela_20210412_57555_Stress.txt,call,606
Centinela_20210420_705_Full.txt,call,2778
Centinela_20210420_705_PrisonConditions.txt,call,764
Centinela_20210420_705_PrisonConditions_Family_Infection.txt,call,580
Centinela_20210420_705_Stress_Family_PrisonConditions.txt,letter,1355
Centinela_20210420_705_Stress_Infection.txt,call,361
Chino_20200430_72_Family.txt,letter,369
Chino_20200430_72_FULL.txt,letter,3845
Chino_20200430_72_infection.txt,letter,1355
Chino_20200430_72_prisonconditions.txt,letter,1528
Chino_20200828_136_family.txt,letter,230
Chino_20200828_136_FULL.txt,letter,1498
Chino_20200828_136_Prisonconditions.txt,letter,512
Chino_20201130_074_Full.txt,letter,9595
Chino_20201130_074_PrisonConditions_Infection.txt,letter,1889
Chino_20201130_074_Stress.txt,letter,2113
Chino_20201130_97_FULL.txt,letter,2373
Chino_20201201_103_Full.txt,letter,4118
Chino_20201201_103_PrisonConditions.txt,letter,1376
Chino_20201201_103_Stress_Family.txt,letter,2185
Chino_20201201_104_FULL.txt,letter,3562
Chino_20201201_104_Prison_Conditions1.txt,letter,1225
Chino_20201201_104_Prison_Conditions2.txt,letter,1986
Chino_20201201_233_FULL.txt,letter,14720
Chino_20201201_233_Infection1.txt,letter,2816
Chino_20201201_233_Infection2.txt,letter,1926
Chino_20201201_233_PrisonConditions1.txt,letter,2795
Chino_20201201_233_PrisonConditions2.txt,letter,3405
Chino_20201201_233_Stress_PrisonConditions.txt,letter,3902
Chino_20201205_92_Family.txt,letter,426
Chino_20201205_92_FULL.txt,letter,11085
Chino_20201205_92_PrisonConditions1.txt,letter,1049
Chino_20201205_92_PrisonConditions2.txt,letter,2812
Chino_20201205_92_Stress.txt,letter,1403
Chino_20201208_05_53_FULL.txt,letter,11079
Chino_20201208_05_53_Infection.txt,letter,773
Chino_20201208_05_53_PrisonConditions.txt,letter,4137
Chino_20201208_05_53_PrisonConditions2.txt,letter,3069
Chino_20201208_05_53_Stress.txt,letter,835
Chino_20201208_05_53_Stress2.txt,letter,1095
Chino_20201209_05_35_FULL_PrisonConditions.txt,letter,255
Chino_20201209_139_FullPrograms.txt,letter,1089
Chino_20201209_5_35_FULL_PrisonConditions.txt,letter,229
Chino_20201211_0615_Family_Stress.txt,call,340
Chino_20201211_0615_FULL.txt,call,2451
Chino_20201211_0615_Infection.txt,call,590
Chino_20201211_0615_PrisonConditions.txt,call,1374
Chino_20201213_137_FULL_Infection_Stress.txt,letter,2459
Chino_20201214_138_FULL_Programs_PrisonConditions.txt,letter,2596
Chino_20201214_140_FULL.txt,letter,9089
Chino_20201214_140_Prison Conditions.txt,letter,1456
Chino_20201216_06_02_Family.txt,call,540
Chino_20201216_06_02_FULL.txt,call,1937
Chino_20201216_06_02_Infection.txt,call,327
Chino_20201216_06_02_PrisonConditions.txt,call,677
Chino_20201218_174_FULL.txt,letter,1718
Chino_20201218_206_Full_PrisonConditions.txt,letter,843
Chino_20201223_207_FULL.txt,letter,5604
Chino_20201223_207_Infections.txt,letter,2217
Chino_20201223_207_programs.txt,letter,1532
Chino_20201223_207_Stress.txt,letter,1132
Chino_20201223_208_Full.txt,letter,3355
Chino_20201223_209_FULL.docx,letter,4768
Chino_20201223_209_FULL.txt,letter,4690
Chino_20201223_209_PrisonConditions_Infection.txt,letter,1454
Chino_20201223_209_Programs_Infection.txt,letter,1037
Chino_20201223_209_Programs_PrisonConditions_Infection.txt,letter,1598
Chino_20201228_178_Full_PrisonConditions_Infection.txt,letter,1858
Chino_20201231_186_FULL.txt,letter,8842
Chino_20201231_186_Infections_PrisonConditions_A.txt,letter,1542
Chino_20201231_186_PrisonConditions_B.txt,letter,1928
Chino_20201231_186_PrisonConditions_C.txt,letter,1727
Chino_20201231_186_Stress_Family.txt,letter,721
Chino_20201231_201_FULL.txt,letter,6389
Chino_20201231_201_Infection.txt,letter,464
Chino_20201231_201_Infection_Stress.txt,letter,729
Chino_20201231_201_PrisonConditions.txt,letter,956
Chino_20201231_201_Programs.txt,letter,633
Chino_20201231_201_Stress.txt,letter,830
Chino_20210106_249_Full_Family.txt,letter,885
Chino_20210312_659_FULL_PrisonConditions_Stress.txt,letter,1761
Chino_20211209_113_Full_ programs_PrisonConditions.txt,letter,983
Chino_20220204_15904_FULL.txt,call,1132
Chino_20220204_15904_Infection.txt,call,1073
Chino_20220204_43800_Family_Stress.txt,call,597
Chino_20220204_43800_FULL.txt,call,4398
Chino_20220204_43800_Infection_Family_Featured.txt,call,1245
Chino_20220204_43800_Infection_Programs.txt,call,408
Chino_20220204_45125_FULL.txt,call,2444
Chino_20220204_45125_Infection1_PrisonConditions1.txt,letter,2513
Chino_20220204_45125_Infection2_Stress2_Family.txt,call,1525
Chino_20220204_45125_Stress1_PrisonConditions2.txt,letter,2488
Chino_20220204_68596_FULL.txt,call,3746
Chino_20220204_68596_Infection1.txt,call,815
Chino_20220204_68596_Infection2_Family_Stress.txt,call,1380
Chino_20220204_68596_PrisonConditions.txt,call,555
Chino_20220204_94412_Family2_PrisonConditions2.txt,call,1016
Chino_20220204_94412_FULL.txt,call,5046
Chino_20220204_94412_Infection2_PrisonConditions.txt,call,817
Chino_20220204_94412_Infection_Family_Featured.txt,call,1230
Chino_20220204_94412_PrisonConditions3_Stress_Featured2.txt,call,1939
Chowchilla_ 20210201_373_FULL.txt,letter,1495
Chowchilla_122120_193_FuLL.txt,letter,1685
Chowchilla_122120_193_Prisonconditons.txt,letter,530
Chowchilla_122120_193_Stress.txt,letter,744
Chowchilla_20201123_069_Full.txt,letter,2637
Chowchilla_20201124_062_Family.txt,letter,733
Chowchilla_20201124_062_FULL.txt,letter,2569
Chowchilla_20201124_062_Programs.txt,letter,1132
Chowchilla_20201124_062_Stress.txt,letter,829
Chowchilla_20201204_84_FULL.txt,letter,1119
Chowchilla_20201207_128_FULL.txt,letter,1879
Chowchilla_20201208_117_full.txt,letter,559
Chowchilla_20201208_117_Infection.txt,letter,327
Chowchilla_20201209_118_Full.txt,letter,5069
Chowchilla_20201209_118_Infection.txt,letter,1842
Chowchilla_20201209_118_PrisonConditions.txt,letter,1912
Chowchilla_20201209_118_Stress.txt,letter,1241
Chowchilla_20201209_121_Full_Family_PrisonConditions.txt,letter,3571
Chowchilla_20201217_204_FULL.txt,letter,2831
Chowchilla_20201217_204_Stress.txt,letter,2265
Chowchilla_20201218_173_FULL_PrisonConditions_Stress_Family.txt,letter,1786
Chowchilla_20201221_147_Family.txt,letter,620
Chowchilla_20201221_147_FULL.txt,letter,3110
Chowchilla_20201221_147_PrisonConditions.txt,letter,810
Chowchilla_20201221_147_Programs.txt,letter,1111
Chowchilla_20201221_193_FULL.txt,letter,1843
Chowchilla_20201221_193_FULL_PrisonConditions_Stress.txt,letter,1843
Chowchilla_20201221_193_PrisonConditions.txt,letter,656
Chowchilla_20201221_193_Stress.txt,letter,824
Chowchilla_20201222_189_FULL_Stress.txt,letter,3614
Chowchilla_20201223_218_FULL.docx,letter,3280
Chowchilla_20201223_218_FULL.txt,letter,3258
Chowchilla_20201223_218_Stress_PrisonConditions2.txt,letter,1726
Chowchilla_20201224_212_Full_PrisonConditions_Infection_Stress.txt,letter,1442
Chowchilla_20201228_148_FULL.txt,letter,3763
Chowchilla_20201228_148_Infection.txt,letter,1006
Chowchilla_20201228_148_PrisonConditions.txt,letter,1556
Chowchilla_20201228_177_Full.txt,letter,1709
Chowchilla_20201228_177_PrisonConditions.txt,letter,704
Chowchilla_20201228_177_Stress.txt,letter,1068
Chowchilla_20210104_248_full.txt,letter,2584
Chowchilla_20210111_262_FULL_Infection.txt,letter,2593
Chowchilla_20210114_270_Full.txt,letter,3976
Chowchilla_20210114_270_PrisonConditions.txt,letter,1389
Chowchilla_20210114_270_PrisonConditions2.txt,letter,1477
Chowchilla_20210114_270_Stress_PrisonConditions.txt,letter,898
Chowchilla_20210121_324_FULL.txt,letter,1227
Chowchilla_20210121_324_FULL_PrisonConditions.txt,letter,1241
Chowchilla_20210121_324_Prison_Conditions.txt,letter,948
Chowchilla_20210216_424_FULL.txt,letter,6956
Chowchilla_20210216_424_Infection.txt,letter,2048
Chowchilla_20210216_424_PrisonConditions.txt,letter,4593
Chowchilla_20210324_640_FULL_PrisonConditions_Infection.txt,letter,1659
Chowchilla_20210326_801_FULL.txt,call,2042
Chowchilla_20210326_801_PrisonConditions.txt,letter,3879
Chowchilla_20210326_801_PrisonConditons2.txt,call,619
Chowchilla_20210326_801_PrisonConditons3_Infection2_Programs.txt,call,219
Chowchilla_20210326_801_Stress_Infection3_Family.txt,call,897
Chowchilla_20210405_960_Full_Stress.txt,letter,1220
Chowchilla_20210514_09_19_Family_Stress.txt,call,900
Chowchilla_20210514_09_19_FULL.txt,call,4533
Chowchilla_20210514_09_19_Infection_Programs_Family.txt,call,1829
Chowchilla_20210514_09_19_Stress.txt,call,1159
Chowchilla_20210913_92441_FULL.txt,call,7281
Chowchilla_20210913_92441_PrisonConditions4_Infection.txt,call,1338
Chowchilla_20210913_92441_PrisonConditions5_Infection2.txt,call,1227
Chowchilla_20210913_92441_PrisonConditions_Stress.txt,call,1592
Chowchilla_20210913_92441_Stress2_PrisonConditions2_Programs.txt,call,1292
Chowchilla_20210913_92441_Stress3_PrisonConditions3_Programs2.txt,call,1553
Chuckawalla_20201105_06_41_Family.txt,call,1739
Chuckawalla_20201105_06_41_FULL.txt,call,6409
Chuckawalla_20201105_06_41_Infection.txt,call,853
Chuckawalla_20201105_06_41_PrisonConditions.txt,call,1387
Chuckawalla_20201105_06_41_PrisonConditions2.txt,call,2103
Chuckawalla_20201105_06_41_PrisonConditions3.txt,call,1651
Chuckawalla_20201105_0728_Family.txt,call,629
Chuckawalla_20201105_0728_FULL.txt,call,3472
Chuckawalla_20201105_0728_PrisonConditions.txt,call,586
Chuckawalla_20201105_0728_PrisonConditions2.txt,call,860
Chuckawalla_20201105_0728_PrisonConditions3.txt,call,327
Chuckawalla_20201106_05_42_Family.txt,call,117
Chuckawalla_20201106_05_42_FULL.txt,call,3819
Chuckawalla_20201106_05_42_PrisonConditions.txt,call,1459
Chuckawalla_20201106_05_42_PrisonConditions2.txt,call,958
Chuckawalla_20201106_05_42_Programs.txt,call,177
Chuckawalla_20201106_05_42_Stress.txt,call,201
Chuckawalla_20201106_07_07_FULL.txt,call,1207
Chuckawalla_20201106_07_07_PrisonConditions.txt,letter,1555
Chuckawalla_20201106_07_07_PrisonConditions2.txt,call,391
Chuckawalla_20201106_07_07_PrisonConditions3.txt,call,519
Chuckawalla_20201106_07_22_Family.txt,call,389
Chuckawalla_20201106_07_22_FULL.txt,call,2558
Chuckawalla_20201106_07_22_Infection.txt,call,1188
Chuckawalla_20201106_07_22_Infection2.txt,call,560
Chuckawalla_20201106_07_22_PrisonConditions.txt,letter,2218
Chuckawalla_20201106_07_22_Programs.txt,call,290
Chuckawalla_20201109_05_04_FULL.txt,call,3626
Chuckawalla_20201109_05_04_Infection.txt,call,261
Chuckawalla_20201109_05_04_PrisonConditions.txt,call,1572
Chuckawalla_20201109_05_04_PrisonConditions2.txt,call,685
Chuckawalla_20201109_05_04_PrisonConditions3.txt,call,756
Chuckawalla_20201109_05_04_Programs.txt,call,140
Chuckawalla_20201109_06_57_FULL.txt,call,671
Chuckawalla_20201109_06_57_Infection.txt,letter,1801
Chuckawalla_20201109_06_57_PrisonConditions.txt,letter,4568
Chuckawalla_20201109_06_57_PrisonConditions2.txt,call,453
Chuckawalla_20201109_06_57_Stress.txt,letter,872
Chuckawalla_20201120_06_34_Family.txt,call,831
Chuckawalla_20201120_06_34_FULL.txt,call,4999
Chuckawalla_20201120_06_34_Infection.txt,call,1189
Chuckawalla_20201120_06_34_PrisonConditions.txt,call,781
Chuckawalla_20201120_06_34_PrisonConditions2.txt,call,694
Chuckawalla_20201120_06_34_Stress.txt,call,583
Chuckawalla_20201120_06_34_Stress2.txt,call,279
Chuckawalla_20201127_06_21_FULL.txt,letter,7251
Chuckawalla_20201127_06_21_Infection.txt,letter,1360
Chuckawalla_20201127_06_21_PrisonConditions.txt,letter,3295
Chuckawalla_20201127_06_21_PrisonConditions2.txt,letter,2174
Chuckawalla_20201127_06_21_PrisonConditions3.txt,letter,616
Chuckawalla_20201127_06_39_FULL.txt,call,5514
Chuckawalla_20201127_06_39_PrisonConditions3.txt,call,234
Chuckawalla_20201127_06_39_PrisonConditions_Infection.txt,call,784
Chuckawalla_20201127_06_39_Programs.txt,call,578
Chuckawalla_20201127_06_39_Programs_PrisonConditions2.txt,call,812
Chuckawalla_20201127_06_59_FULL.txt,call,6119
Chuckawalla_20201127_06_59_Infection_PrisonConditions1.txt,call,1244
Chuckawalla_20201127_06_59_Infection_PrisonConditions2.txt,call,1328
Chuckawalla_20201127_06_59_PrisonConditions.txt,call,2357
Chuckawalla_20201127_06_59_Stress.txt,call,1105
Chuckawalla_20201127_615_Full.txt,call,6553
Chuckawalla_20201127_615_Infection.txt,call,775
Chuckawalla_20201127_615_PrisonConditions2.txt,call,1537
Chuckawalla_20201127_615_PrisonConditions_Family.txt,call,821
Chuckawalla_20201130_05_30_Family_Programs_Stress.txt,call,1333
Chuckawalla_20201130_05_30_FULL.txt,call,4381
Chuckawalla_20201130_05_30_PrisonConditions.txt,call,1174
Chuckawalla_20201130_05_30_PrisonConditions_Infection.txt,call,1070
Chuckawalla_20201130_05_49_Family_Programs_Stress.txt,call,1105
Chuckawalla_20201130_05_49_FULL.txt,call,2864
Chuckawalla_20201130_05_49_Infection_PrisonConditions.txt,call,472
Chuckawalla_20201130_06_18_Family_Stress_Programs.txt,call,1628
Chuckawalla_20201130_06_18_FULL.txt,call,9158
