Story ID (prison_yyyymmdd_topic),Unique ID,On M.I. list?,Reviewed and Cleared,Date R&C,Added to site,Date added,Story Title (max 20 characters),Audio File,Transcript,Date (MM/YY),Prison,Tags,Storyteller,Story Type,"If Segment, Full Story ID",Letter/Call
CSATF_20210114_265_FULL,3980,,MV,06/26/2021,MV,07/20/2021,The full story,https://www.dropbox.com/s/3domyx19qriqt8t/CSATF_20210114_265_FULL.mp3?dl=0,https://www.dropbox.com/s/hwk3rj7oi4blqb4/CSATF_20210114_265_FULL.txt?dl=0,01/23,CSATF,,Incarcerated Person,Full,,Letter
CSATF_20210121_260_FULL_Stress_Infection,2413,,MV,,KT,,What's really going on,https://www.dropbox.com/s/gjfr2mj56wr57zx/CSATF_20210121_260_FULL.mp3?dl=0,https://www.dropbox.com/s/6jro5vawdyv8guh/CSATF_20210121_260_FULL.txt?dl=0,01/23,CSATF,"Stress, Infection",Incarcerated Person,Full,,Letter
CSATF_20210122_328_Full,741,,KT,,KT,,The full story,https://www.dropbox.com/s/t22grpudpvyuknd/CSATF_20210122_328_Full.mp3?dl=0,https://www.dropbox.com/s/mrh8vaoa3gd2mt6/CSATF_20210122_328_Full.txt?dl=0,01/23,CSATF,,Incarcerated Person,Full,,Letter
CSATF_20210324_639_Full_Stress,4524,,MV,06/25/2021,MV,07/15/2021,Change and hope,https://www.dropbox.com/s/ux8d9cjgwc5tquk/CSATF_20210324_639_FULL.mp3?dl=0,https://www.dropbox.com/s/97zo7y6ltvigz3v/CSATF_20210324_639_Full.txt?dl=0,03/23,CSATF,Stress,Incarcerated Person,Full,,Letter
CSATF_20210401_606_Full_PrisonConditions,482,,MV,06/25/2021,MV,07/15/2021,Recklessness,https://www.dropbox.com/s/j353lksdctmssdi/CSATF_20210401_606_FULL.mp3?dl=0,https://www.dropbox.com/s/sz7yu5o940ty822/CSATF_20210401_606_Full.txt?dl=0,03/23,CSATF,Prison Conditions,Incarcerated Person,Full,,Letter
CSATF_20210408_977_Full_PrisonConditionsInfection,3039,,LW,08/10/2021,MV,08/17/2021,Nervous wreck,https://www.dropbox.com/s/tpv5bhskxvuwhqd/CSATF_20210408_977_FULL.mp3?dl=0,https://www.dropbox.com/s/v4pg3aag03ojqwj/CSATF_20210408_977_FULL.txt?dl=0,04/23,CSATF,"Prison Conditions, Infection",Incarcerated Person,Full,,Letter
CSATF_20201231_167_FULL,4629,,KT,,KT,,Invisible combatant,https://www.dropbox.com/s/bpdwxa6i5up72wg/CSTAF_20201231_167_FULL.mp3?dl=0,https://www.dropbox.com/s/ttyotecd8430gxa/CSTAF_20201231_167_FULL.txt?dl=0,12/23,CSATF,Stress,Incarcerated Person,Full,,Letter
CSAFT_20210128_310_Full,6031,,KT,,KT,,The full story,https://www.dropbox.com/s/v9yxd2iyz56t0c4/CSTAF_20210128_310_Full.mp3?dl=0,https://www.dropbox.com/s/8xpytzzfta030d5/CSTAF_20210128_310_full.txt?dl=0,01/23,CSATF,,Incarcerated Person,Full,,Letter
CSTAF_20210201_372_FULL,4822,,KT,,KT,,The full story,https://www.dropbox.com/s/b6xbsakvnrezkca/CSTAF_20210201_372_FULL.mp3?dl=0,https://www.dropbox.com/s/gegl8z44ejg9s60/CSTAF_20210201_372_FULL.txt?dl=0,02/23,CSATF,,Incarcerated Person,Full,,Letter
Delano_20210216_428_FULL,9823,,MV/KT,,KT,,The full story,https://www.dropbox.com/s/asn68r7j2dc9y7m/Delano_20210216_428_full.mp3?dl=0,https://www.dropbox.com/s/lm0p5w9j22w0hw2/Delano_20210216_428_FULL.txt?dl=0,02/23,Delano,,Incarcerated Person,Full,,Letter
Delano_20210216_432_FULL,7171,,MV/KT,,KT,,The full story,https://www.dropbox.com/s/qdbvrtk5gcofm5l/Delano_20210216_432_full.mp3?dl=0,https://www.dropbox.com/s/2i1v1uxklz2som9/Delano_20210216_432_FULL.txt?dl=0,02/23,Delano,,Incarcerated Person,Full,,Letter
Delano_20210217_400_Full_Prison Conditions,8745,,MV/KT,,KT,,Constantly moving people,https://www.dropbox.com/s/1ghma1qd4ek5wvn/Delano_20210217_400_full.mp3?dl=0,https://www.dropbox.com/s/0it6jna2w008p70/Delano_20210217_400_Full.txt?dl=0,02/23,Delano,Prison Conditions,Incarcerated Person,Full,,Letter
Delano_20210217_409_FULL_Infection,3794,,MV/KT,,KT,,I caught COVID-19,https://www.dropbox.com/s/lsmkfy2xudlb8zv/Delano_20210217_409_FULL.mp3?dl=0,https://www.dropbox.com/s/usp4b6fz979ci93/Delano_20210217_409_FULL.txt?dl=0,02/23,Delano,Infection,Incarcerated Person,Full,,Letter
Delano_20210420_725_FULL_Family_PrisonConditions,9683,,MV,06/30/2021,MV,07/21/2021,Will I make it home,https://www.dropbox.com/s/qn3yk0z9s28wv3j/Delano_20210420_725_Family_Stress.mp3?dl=0,https://www.dropbox.com/s/okutwspmszan6vw/Delano_20210420_725_FULL_Family_PrisonConditions.txt?dl=0,04/23,Delano,"Family, Prison Conditions",Incarcerated Person,Full,,Letter
Delano_20210420_726_Full,8401,,MV,06/30/2021,MV,07/21/2021,The full story,https://www.dropbox.com/s/04ogjyu825qppa1/Delano_20210420_726_FULL.mp3?dl=0,https://www.dropbox.com/s/8oea0g2i96u1hlm/Delano_20210420_726_FULL.txt?dl=0,04/23,Delano,,Incarcerated Person,Full,,Letter
Donovan_20210107_227_Full,2976,,KT,,KT,,The full story,https://www.dropbox.com/s/yiflkq0now61cfg/Donovan_20210107_227_Full.mp3?dl=0,https://www.dropbox.com/s/kkbt1d7kfgqbdc5/Donovan_20210107_227_Full.txt?dl=0,01/23,Donovan,,Incarcerated Person,Full,,Letter
Donovan_20210119_319_FULL_Infection_PrisonConditions,4978,,MV,,KT,,Illegally forced,https://www.dropbox.com/s/1qb5aal7yc3tz7r/Donovan_20210119_319_full_Infection_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/fwvzccfepuy3i1l/Donovan_20210119_319_full_Infection_PrisonConditions.txt?dl=0,01/23,Donovan,"Infection, Prison Conditions",Incarcerated Person,Full,,Letter
Donovan_20210319_645_FULL,715,,MV,08/19/2021,MV,09/02/2021,The full story,https://www.dropbox.com/s/nis3iggt9pgfguq/Donovan_20210319_645_FULL.mp3?dl=0,https://www.dropbox.com/s/5b3sjp7a5j65wfe/Donovan_20210319_645_FULL.txt?dl=0,03/23,Donovan,,Incarcerated Person,Full,,Letter
Donovan_20210330_591_FULL_Stress,918,,MV,,MV,07/20/2021,Have to struggle,https://www.dropbox.com/s/itet19dxshq2h6b/Donovan_20210330_591_FULL_Stress.mp3?dl=0,https://www.dropbox.com/s/6i21dceyahw4nyx/Donovan_20210330_591_FULL_Stress.txt?dl=0,03/23,Donovan,Stress,Incarcerated Person,Full,,Letter
Donovan_20210419_682_Full_Family_Infection_Stress,1115,,MV,06/30/2021,MV,07/21/2021,Spirit of endurance,https://www.dropbox.com/s/wz8rw75nabaos4r/Donavan_20210419_682_FULL.mp3?dl=0,https://www.dropbox.com/s/ri7cq1mrehar54l/Donavan_20210419_682_FULL.txt?dl=0,04/23,Donovan,"Family, Infection, Stress",Incarcerated Person,Full,,Letter
Donovan_20210419_699_FULL_PrisonConditionsFamilyStress,8813,,MV,07/07/2021,MV,07/21/2021,Best foot forward,https://www.dropbox.com/s/ooudwsdvlqnbcdr/Donovan_20210419_699.mp3?dl=0,https://www.dropbox.com/s/zx85fhez25o36vf/Donovan_20210419_699_FULL.txt?dl=0,04/23,Donovan,"Prison Conditions, Family, Stress",Incarcerated Person,Full,,Letter
Donovan_20210422_772_FULL_Infection_PrisonConditions,2887,,MV,08/19/2021,MV,09/02/2021,Fend for myself,https://www.dropbox.com/s/wub6x1haojr0i4p/Donovan_20210422_722_FULL.mp3?dl=0,https://www.dropbox.com/s/cvkamrz13n2mqd0/Donovan_20210422_722_FULL.txt?dl=0,04/23,Donovan,"Infection, Prison Conditions",Incarcerated Person,Full,,Letter
Donovan_20210422_802_Full_InfectionPrisonConditions,1721,,LW,08/10/2021,MV,08/17/2021,COVID credits,https://www.dropbox.com/s/xy5ukyu4jjx4slw/Donovan_20210422_802_Full.mp3?dl=0,https://www.dropbox.com/s/3mulv5553fbk0vb/Donovan_20210422_802_Full.txt?dl=0,04/23,Donovan,"Infection, Prison Conditions",Incarcerated Person,Full,,Letter
Donovan_20210422_803_FULL,9491,,MV,08/20/2021,MV,09/02/2021,The full story,https://www.dropbox.com/s/mb1pr30slji8kvl/Donovan_20210422_803_FULL.mp3?dl=0,https://www.dropbox.com/s/81kicdl3zy8v352/Donovan_20210422_803_FULL.txt?dl=0,04/23,Donovan,,Incarcerated Person,Full,,Letter
Donovan_20210422_804_FULL,6521,,MV,08/20/2021,MV,09/02/2021,The full story,https://www.dropbox.com/s/f4hn4sj60buw9wz/Donovan_20210422_804_FULL.mp3?dl=0,https://www.dropbox.com/s/0vzlkvw4svy52lw/Donovan_20210422_804_FULL.txt?dl=0,04/23,Donovan,,Incarcerated Person,Full,,Letter
Donovan_20210426_817_FULL_PrisonConditions_Infection_Stress,7165,,MV,08/20/2021,MV,09/02/2021,We go hungry,https://www.dropbox.com/s/t99qcumd1iikznd/Donovan_20210426_817_FULL.mp3?dl=0,https://www.dropbox.com/s/mmr3de2f51vm9vi/Donovan_20210426_817_FULL.txt?dl=0,04/23,Donovan,"Prison Conditions, Infection, Stress, Featured",Incarcerated Person,Full,,Letter
Donovan_20210426_818_FULL,3913,,MV,08/30/2021,MV,09/02/2021,The full story,https://www.dropbox.com/s/gg467u7ky4uczal/Donovan_20210426_818_FULL.mp3?dl=0,https://www.dropbox.com/s/io2jl07a8u2qqwx/Donovan_20210426_818_FULL.txt?dl=0,04/23,Donovan,,Incarcerated Person,Full,,Letter
Donovan_20210427_765_Full,7823,,MV,08/20/2021,MV,09/24/2021,The full story,https://www.dropbox.com/s/xyln00if83x3g3g/Donovan_20210427_765_FULL.mp3?dl=0,https://www.dropbox.com/s/6el9zoeiw67yhv4/Donovan_20210427_765_FULL.txt?dl=0,04/23,Donovan,,Incarcerated Person,Full,,Letter
Donovan_20210427_767_FULL_Family_Infection_PrisonConditions,2107,,MV,08/23/2021,MV,09/03/2021,They monitor you,https://www.dropbox.com/s/is84gf598516ebe/Donovan_20210427_767_FULL_Family_Infection_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/36ccp1a07tbflxa/Donovan_20210427_767_FULL_Family_Infection_PrisonConditions.txt?dl=0,04/23,Donovan,"Family, Infection, Prison Conditions",Incarcerated Person,Full,,Letter
Donovan_20210427_785_FULL_Family_Infection,1392,,MV,08/23/2021,MV,09/03/2021,Being eaten alive,https://www.dropbox.com/s/14o3p5znzc1w9jn/Donovan_20210427_785_FULL.mp3?dl=0,https://www.dropbox.com/s/sl7cn796pp5pr6f/Donovan_20210427_785_FULL.txt?dl=0,03/23,Donovan,"Family, Infection",Incarcerated Person,Full,,Letter
Donovan_20210427_899_FULL_Infection,1746,,MV,08/30/2021,MV,09/02/2021,My covid story,https://www.dropbox.com/s/u07fzwvr0ap3n4r/Donovan_20210427_899_FULL.mp3?dl=0,https://www.dropbox.com/s/4c8vj2vdq2t1ys3/Donovan_20210427_899_FULL.txt?dl=0,04/23,Donovan,Infection,Incarcerated Person,Full,,Letter
Donovan_20210428_761_FULL,8056,,MV,08/30/2021,MV,09/02/2021,The full story,https://www.dropbox.com/s/6ekug8gc3k7d6pw/Donovan_20210428_761_FULL.mp3?dl=0,https://www.dropbox.com/s/wvkjpiv254h3jlx/Donovan_20210428_761_FULL.txt?dl=0,04/23,Donovan,,Incarcerated Person,Full,,Letter
Donovan_20210428_762_FULL_PrisonConditionsStress,9051,,LW,08/10/2021,MV,08/17/2021,Prison is no good,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/Donovan_20210428_762_FULL_PrisonConditionsStress.mp3?role=work,https://www.dropbox.com/preview/Keramet%20Reiter/PrisonPandemic%20Files/Final%20Files%20for%20Website/Donovan_20210428_762_FULL_PrisonConditionsStress.txt?role=work,04/23,Donovan,"Prison Conditions, Stress",Incarcerated Person,Full,,Letter
Donovan_20210428_763_FULL_Infection_PrisonConditions,54,,MV,08/23/2021,MV,09/03/2021,No outbreaks,https://www.dropbox.com/s/jx01i7s25g6it6z/Donovan_20210428_763_FULL.mp3?dl=0,https://www.dropbox.com/s/sh141zenbh36i9f/Donovan_20210428_763.txt?dl=0,04/23,Donovan,"Infection, Prison Conditions",Incarcerated Person,Full,,Letter
Donovan_20210428_764_FULL,585,,MV,08/24/2021,MV,09/03/2021,The full story,https://www.dropbox.com/s/hfa9s8pzvvdnpbo/Donovan_20210428_764_FULL.mp3?dl=0,https://www.dropbox.com/s/xvp48ug9o3ovx7t/Donovan_20210428_764_FULL.txt?dl=0,04/23,Donovan,,Incarcerated Person,Full,,Letter
Donovan_20210428_853_FULL_FamilyInfection,7409,,LW,08/11/2021,MV,08/17/2021,God is so good,https://www.dropbox.com/s/qeo3a9ficzsha6r/Donovan_20210428_853_FULL.mp3?dl=0,https://www.dropbox.com/s/vmapqjz2top22no/Donovan_20210428_853_FULL.txt?dl=0,04/23,Donovan,"Family, Infection",Incarcerated Person,Full,,Letter
Donovan_20210430_1011_Full,929,,MV,06/30/2021,MV,07/21/2021,The full story,https://www.dropbox.com/s/2t2dmvty6w9r2dr/Donovan_20210430_1011_FULL.mp3?dl=0,https://www.dropbox.com/s/73e3xluzfy14b62/Donovan_20210430_1011_FULL.txt?dl=0,04/23,Donovan,,Incarcerated Person,Full,,Letter
Folsom_20210104_294_FULL,2805,,MV,,KT,,The full story,https://www.dropbox.com/s/tpu6nqxob4qql7z/Folsom_20210104_294_FULL.mp3?dl=0,https://www.dropbox.com/s/3179ojq34ievljf/Folsom_20210104_294_FULL.txt?dl=0,01/23,Folsom,"Prison Conditions, Stress, Programs",Incarcerated Person,Full,,Letter
Folsom_20210412_958_Full,2534,,MV,07/09//2021,MV,07/22/2021,The full story,https://www.dropbox.com/s/1mopw4ve3hm5pp6/Folsom_20210412_958_FULL.mp3?dl=0,https://www.dropbox.com/s/7h6zkpj4b8cuis3/Folsom_20210412_958_FULL.txt?dl=0,06/20,Folsom,,Incarcerated Person,Full,,Letter
Folsom_20210427_888_FULL_PrisonCondtions,7241,,LW,08/10/2021,MV,08/17/2021,Tents on the yard,https://www.dropbox.com/s/f8n7uug4t6fxbz1/Folsom_20210427_888_FULL_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/51aa6vyf62icwqx/Folsom_20210427_888_FULL_PrisonCondtions.txt?dl=0,04/23,Folsom,Prison Conditions,Incarcerated Person,Full,,Letter
Folsom_20210428_1032_Full,7159,,MV,07/09//2021,MV,07/22/2021,The full story,https://www.dropbox.com/s/xv95gerz1lwat65/Folsom_20210428_1032_FULL.mp3?dl=0,https://www.dropbox.com/s/je8utg7i68ad2ea/Folsom_20210428_1032_FULL.txt?dl=0,03/23,Folsom,,Incarcerated Person,Full,,Letter
High Desert_20210219_410_FULL_Stress_Infection,2411,,MV,,MV,07/15/2021,Avoid shaking hands,https://www.dropbox.com/s/y8uivxum3k2i4pn/HighDesert_20210219_410_FULL_Stress_Infection.mp3?dl=0,https://www.dropbox.com/s/1xot3kfxrp9zklb/High%20Desert_20210219_410_FULL_Stress_Infection.txt?dl=0,02/23,High Desert,"Stress, Infection",Incarcerated Person,Full,,Letter
High Desert_20210221_501_FULL_PrisonConditions_Stress,2501,,MV,06/23/2021,MV,07/14/2021,Being in solitude,https://www.dropbox.com/s/498fctk3hx560po/HighDesert_20210221_501_PrisonConditions.mp3?dl=0,https://www.dropbox.com/s/hfon2zsgpoto61k/High%20Desert_20210221_501_PrisonConditions.txt?dl=0,02/23,High Desert,"Prison Conditions, Stress",Incarcerated Person,Full,,Letter
High Desert_20210222_503_FULL,2795,,MV,06/25/2021,MV,07/14/2021,The full story,https://www.dropbox.com/s/8valls8yoyrinnx/High%20Desert_20210222_503_%20FULL.mp3?dl=0,https://www.dropbox.com/s/6d8npsnjxaakzvd/High%20Desert_20210222_503_FULL.txt?dl=0,02/23,High Desert,,Incarcerated Person,Full,,Letter
High Desert_20210301_534_FULL_InfectionFamilyPrisonConditions_Stress,9733,,MV,,MV,,Putting us at risk,https://www.dropbox.com/s/ekzguesepeezftb/HighDesert_20210301_534_FULL.mp3?dl=0,https://www.dropbox.com/s/044atsq7jxuot4q/High%20Desert_20210301_534_FULL.txt?dl=0,03/23,High Desert,"Infection, Family, Prison Conditions",Incarcerated Person,Full,,Letter
High Desert_20210303_529_Full,8779,,MV,,MV,07/15/2021,The full story,https://www.dropbox.com/s/pdxqtovnm8q0qw9/High%20Desert_20210303_529_FULL.mp3?dl=0,https://www.dropbox.com/s/5t7j0x8qkkyfncr/High%20Desert_20210303_529_FULL.txt?dl=0,03/23,High Desert,,Incarcerated Person,Full,,Letter
High Desert_20210310_582_FULL_Stress_PrisonConditions,2482,,MV,,MV,,Don't have control,https://www.dropbox.com/s/49lx8ry63mtia0v/High%20Desert_20210310_582_FULL.mp3?dl=0,https://www.dropbox.com/s/y66v3wg96dn4kvi/High%20Desert_20210310_582_FULL.txt?dl=0,03/23,High Desert,"Stress, Prison Conditions",Incarcerated Person,Full,,Letter
High Desert_20210315_549_FULL_PrisonConditions,7371,,MV,,MV,07/15/2021,Food on the floor,https://www.dropbox.com/s/tie3cu9xolsbsyj/HighDesert_20210315_549_FULL.mp3?dl=0,https://www.dropbox.com/s/h6din8ynqd2ihxv/High%20Desert_20210315_549_Full.txt?dl=0,03/23,High Desert,Prison Conditions,Incarcerated Person,Full,,Letter
High_Desert_20210128_304_FULL,5533,,MV,,KT,,The full story,https://www.dropbox.com/s/fm6dzoearkh8usd/High_Desert_20210128_304_full.mp3?dl=0,https://www.dropbox.com/s/m5q3xibmy2vquhi/High_Desert_20210128_304_FULL.txt?dl=0,01/23,High Desert,"Family, Prison Conditions, Infection",Incarcerated Person,Full,,Letter
High_Desert_20210201_368_FULL,1285,,KT,,KT,,The full story,https://www.dropbox.com/s/64jwphohr8pa41x/HighDesert_20210201_368_Full.mp3?dl=0,https://www.dropbox.com/s/h075xzbab3eyt80/High_Desert_20210201_368_Full.txt?dl=0,01/23,High Desert,,Incarcerated Person,Full,,Letter
HighDesert_20210128_302_Full,1588,,KT,,KT,,The full story,https://www.dropbox.com/s/q3gyct1kyukrlkd/HighDesert_20210128_302_Full.mp3?dl=0,https://www.dropbox.com/s/pye3txm3w4n68pi/HighDesert_20210128_302_FULL.txt?dl=0,01/23,High Desert,,Incarcerated Person,Full,,Letter
HighDesert_20210128_303_Full,7551,,KT,,KT,,The full story,https://www.dropbox.com/s/n7blvxwqg8nry08/High%20Dessert_20210128_303_FULL.mp3?dl=0,https://www.dropbox.com/s/qs4nlds5kbp3p8t/HighDessert_20210128_303_FULL.txt?dl=0,01/23,High Desert,,Incarcerated Person,Full,,Letter
HighDesert_20210128_305_FULL,4144,,KT,,KT,,Forced to forget,https://www.dropbox.com/preview/PrisonPandemic/Website%20Final%20Files/HighDesert_20210128_305_FULL.mp3?role=work,https://www.dropbox.com/s/58qj3w864tbwnee/HighDeseret_20210128_305_FULL.txt?dl=0,01/23,High Desert,"Family, Stress",Incarcerated Person,Full,,Letter
HighDesert_20210129_300_Full,6271,,MV,,KT,,The full story,https://www.dropbox.com/s/lp701h84ec3lb59/HighDesert_20210129_300_Full.mp3?dl=0,https://www.dropbox.com/s/9e0bq5p4celahn6/HighDesert_20210129_300_Full.txt?dl=0,01/23,High Desert,"Prison Conditions, Stress",Incarcerated Person,Full,,Letter
HighDesert_20210129_301_Full_PrisonConditions_Programs_Family,2549,,KT,,KT,,It's been tough,https://www.dropbox.com/s/ol6baxw2yjhvudj/HighDesert_20210129_301_Full.mp3?dl=0,https://www.dropbox.com/s/bn3hlynl6ybx2c6/HighDesert_20210129_301_Full_PrisonConditions_Programs_Family.txt?dl=0,01/23,High Desert,"Prison Conditions, Programs, Family, Stress, Infection",Incarcerated Person,Full,,Letter
HighDesert_20210129_377_FULL,5187,,KT,,KT,,The full story,https://www.dropbox.com/s/h9edpwdegrq1b2x/HighDesert_20210129_377_FULL.mp3?dl=0,https://www.dropbox.com/s/nyuk9s497sx0vrm/HighDesert_20210129_377_full.txt?dl=0,01/23,High Desert,,Incarcerated Person,Full,,Letter
HighDesert_20210201_357_FULL_Family_Infection,554,,MV,,MV,08/06/2021,Pass from sight,https://www.dropbox.com/s/c9o5h442zzw25oh/Highdesert_20210201_357_Full_Infection.mp3?dl=0,https://www.dropbox.com/s/9dw2ch8lg2r8g2t/HighDesert_20210201_357_FULL_Infection.txt?dl=0,02/23,High Desert,"Family, Infection",Incarcerated Person,Full,,Letter
HighDesert_20210208_342_FULL_PrisonConditionsInfection,4398,,MV,,MV,09/13/2021,Lack of supervision,https://www.dropbox.com/s/jly4wn55p3d762q/HighDesert_20210208_342_Full.mp3?dl=0,https://www.dropbox.com/s/j3m3y8c4wc6ujbl/High%20Desert_20210208_342_FULL.txt?dl=0,02/23,High Desert,"Prison Conditions, Infection",Incarcerated Person,Full,,Letter
HighDesert_20210211_441_Full_PrisonCondtions_Infection_Stress,6584,,MV,06/25/2021,MV,07/13/2021,Hell already,https://www.dropbox.com/s/696ybpn6uikagw4/HighDesert_20210211_441_Full.mp3?dl=0,https://www.dropbox.com/s/wp4ye07wfqmj1ic/HighDesert_20210211_441_Full.txt?dl=0,02/23,High Desert,"Prison Condtions, Infection, Stress",Incarcerated Person,Full,,Letter
HighDesert_20210221_505_FULL_Infection_Family,6840,,MV,,MV,,Stay out of trouble,https://www.dropbox.com/s/m4eh4ak4j8j6uwh/HighDesert_20210221_505_FULL.mp3?dl=0,https://www.dropbox.com/s/4zwotqd02k8yqx5/HighDesert_20210221_505_FULL.txt?dl=0,02/23,High Desert,"Infection, Family",Incarcerated Person,Full,,Letter
HighDesert_20210222_502_FULL_Stress_PrisonConditions,777,,MV,,MV,,It's been hell,https://www.dropbox.com/s/icmbel0y8c2jjol/High%20Desert_20210222_503_Infection_Others_Exp_With_COVID.txt.mp3?dl=0,https://www.dropbox.com/s/3jqbasyblpyami5/HighDesert_20210222_502_Stress.txt?dl=0,02/23,High Desert,"Stress, Prison Conditions",Incarcerated Person,Full,,Letter
HighDesert_20210223_459_FULL_Stress_Infection,8689,,MV,,MV,,I have my hands tied,https://www.dropbox.com/s/r9q93q8p5dnqqwg/HighDesert_20210223_459_FULL.wav?dl=0,https://www.dropbox.com/s/kx4re76jmqsg8kq/HighDesert_20210223_459_FULL_Stress_Infection.txt?dl=0,02/23,High Desert,"Stress, Infection",Incarcerated Person,Full,,Letter
HighDesert_20210223_460_FULL_PrisonConditions_Programs,2061,,MV,06/25/2021,MV,07/13/2021,The value is nothing,https://www.dropbox.com/s/xwix4ob1f73v2ta/HighDesert_20210223_460_FULL.mp3?dl=0,https://www.dropbox.com/s/nmp4z1evey9fs6v/HighDesert_20210223_460_FULL.txt?dl=0,02/23,High Desert,"Prison Conditions, Program",Incarcerated Person,Full,,Letter
HighDesert_20210223_467_FULL,2945,,MV,,MV,,The full story,https://www.dropbox.com/s/ecqgx5jb93f88b5/HighDesert_20210223_467_FULL.mp3?dl=0,https://www.dropbox.com/s/4fb8h6vl9stjd9s/HighDesert_20210223_467_FULL.txt?dl=0,02/23,High Desert,,Incarcerated Person,Full,,Letter
HighDesert_20210420_713_Full_Family_Infection_Stress,2061,,MV,07/07/2021,MV,07/21/2021,Most critical days,https://www.dropbox.com/s/o91vo9vsu76obh4/HighDesert_20210420_713_Full_Family_Infection_Stress.mp3?dl=0,https://www.dropbox.com/s/h05vgk86nyopsp2/HighDesert_20210420_713_FULL.txt?dl=0,03/23,High Desert,"Family, Infection, Stress",Incarcerated Person,Full,,Letter
Ironwood_20201130_94_FULL,3985,,KT,,KT,,The full story,https://www.dropbox.com/s/8ocxsd2mjwyr01i/Ironwood_20201130_094_FULL.mp3?dl=0,https://www.dropbox.com/s/40d4608j465nt89/Ironwood_20201130_94_FULL.txt?dl=0,11/23,Ironwood,,Incarcerated Person,Full,,Letter
Ironwood_20201229_157_FULL,4406,,KT,,KT,,The full story,https://www.dropbox.com/s/yrqbrvaohyb690w/Ironwood_20201229_157_FULL.mp3?dl=0,https://www.dropbox.com/s/rim3iyi3qchgqzn/Ironwood_20201229_157_FULL.txt?dl=0,12/23,Ironwood,,Incarcerated Person,Full,,Letter
Ironwood_20201230_156_FULL,6384,,KT,,KT,,The full story,https://www.dropbox.com/s/baso8ysz28bvsnj/Ironwood_20201230_156_FULL.mp3?dl=0,https://www.dropbox.com/s/h20482o3d38slrw/12_30_20_Ironwood_156.txt?dl=0,12/23,Ironwood,,Incarcerated Person,Full,,Letter
Ironwood_20210113_269_Full_Infection,1383,,MV,08/03/2021,MV,08/06/2021,Deliberately exposed,https://www.dropbox.com/s/wjc7j84iqfrgos1/Ironwood_20210113_269_FULL_Infection.mp3?dl=0,https://www.dropbox.com/s/6ry5x74jmi43qof/Ironwood_20210113_269_FULL_Infection.txt?dl=0,01/23,Ironwood,"Infection, Featured",Incarcerated Person,Full,,Letter
Ironwood_20210114_267_Full,3539,,KT,,KT,,There is fear,https://www.dropbox.com/s/nm84nem8goozynw/Ironwood_20210114_267_Full.mp3?dl=0,https://www.dropbox.com/s/q13um36x0jnpz14/Ironwood_20210114_267_Full_Prison%20Conditions_Family.txt?dl=0,01/23,Ironwood,"Prison Conditions, Family, Stress",Incarcerated Person,Full,,Letter
Ironwood_20210122_327_FULL_Programs_Infection,2290,,MV/KT,,KT,,Frustrating experience,https://www.dropbox.com/s/r32edbq8r2hmd5y/Ironwood_20210122_327_FULL.mp3?dl=0,https://www.dropbox.com/s/jxgxg1m3frpkgaq/Ironwood_20210122_327_FULL.txt?dl=0,01/23,Ironwood,"Programs, Infection",Incarcerated Person,Full,,Letter
Ironwood_20210125_311_Full,394,,KT,,KT,,The full story,https://www.dropbox.com/s/psedc92daz8k1vm/Ironwood_20210125_311_FULL.mp3?dl=0,https://www.dropbox.com/s/0vvuodwqxlcveoh/Ironwood_20210125_311_Full.txt?dl=0,01/23,Ironwood,,Incarcerated Person,Full,,Letter
Ironwood_20210205_388,7423,,MV/KT,,KT,,Lost for words,https://www.dropbox.com/s/w8xhq7ynotc660f/Ironwood_20210205_388_FULL.mp3?dl=0,https://www.dropbox.com/s/fwer8ri1zss0x2a/Ironwood_20210205_388_full.txt?dl=0,02/23,Ironwood,Prison Conditions,Incarcerated Person,Full,,Letter
Jamestown_20210308_672_FULL,,,MV,08/26/2021,,,The full story,https://www.dropbox.com/s/3963encbd6tqf6d/Jamestown_20210308_672_FULL.mp3?dl=0,https://www.dropbox.com/s/bvh3moms2f18akn/Jamestown_20210308_672_FULL.txt?dl=0,03/23,Jamestown,,Incarcerated Person,Full,,Letter
Jamestown_20210311_667_FULL_Stress,332,,MV,06/28/2021,MV,07/20/2021,Mail is so backed up,https://www.dropbox.com/s/cw6hot9zfqgov94/Jamestown_20210311_667_FULL.mp3?dl=0,https://www.dropbox.com/s/ppiwrmmrramu1jr/Jamestown_20210311_667_FULL_Stress.txt?dl=0,03/23,Jamestown,Stress,Incarcerated Person,Full,,Letter
Jamestown_20210316_561_Full,8842,,MV,,MV,,The full story,https://www.dropbox.com/s/zzkjjt36efppdxn/Jamestown_20210316_561_full.mp3?dl=0,https://www.dropbox.com/s/5y3ayj0hx49fvl4/Jamestown_20210316_561_Full.txt?dl=0,03/23,Jamestown,,Incarcerated Person,Full,,Letter
